"ID","LASTPD","FEMALE","CENSOR"
302331,2,0,0
302332,3,1,1
302333,3,1,0
302334,2,0,0
302335,2,1,0
302336,2,1,0
302338,2,1,0
302339,2,1,0
302340,3,0,1
302342,1,0,0
302343,2,1,0
302344,2,0,0
302345,2,1,1
302346,3,0,1
302347,2,0,0
302348,2,1,0
302350,3,1,1
302351,2,1,0
302353,3,1,0
302354,3,0,1
302355,1,1,0
302356,5,0,1
302357,5,0,1
302358,5,0,1
302360,1,1,1
302361,2,0,0
302362,5,0,1
302363,2,1,0
302364,2,1,0
302365,3,1,0
302367,2,1,0
302368,2,0,0
302369,2,0,0
302370,3,1,0
302391,2,0,0
302392,2,1,0
302393,3,0,0
302394,2,1,0
302395,1,0,0
302397,3,1,1
302398,3,1,1
302399,1,0,1
302400,1,0,0
302401,2,0,1
302402,2,1,0
302403,2,1,0
302404,5,0,1
302405,3,0,1
302406,4,0,0
302407,2,0,1
302408,3,1,1
302409,2,0,0
302410,3,0,1
302411,2,1,0
302413,3,0,1
302414,4,0,1
302415,3,0,0
302416,2,1,0
302417,5,1,0
302418,3,1,1
302419,3,1,1
302420,5,0,1
302421,3,0,1
302422,3,0,0
302423,2,0,0
302424,3,0,1
302425,2,1,0
302426,1,1,0
302427,3,0,1
302429,3,0,0
302430,3,0,1
303301,1,1,0
303302,1,0,0
303303,2,0,0
303304,3,0,1
303305,2,0,0
303306,5,1,0
303307,3,1,0
303309,2,0,0
303310,1,0,0
303311,3,0,1
303312,1,1,0
303313,2,1,0
303314,2,0,0
303318,1,1,0
303319,2,1,0
303320,3,1,0
303321,2,0,0
303322,1,1,0
303324,5,1,0
303325,3,0,0
303327,1,0,0
303329,1,1,0
303330,1,1,0
303332,2,0,0
303333,2,1,0
303335,3,0,0
303336,2,1,0
303337,2,1,1
303341,2,1,0
303342,3,1,1
303343,1,1,0
303345,1,0,0
303346,2,0,0
303347,5,0,0
303349,2,0,0
303350,1,1,0
303351,2,1,0
303352,3,0,1
303353,2,0,0
304301,2,0,0
304302,2,0,0
304303,2,1,0
304307,2,1,0
305305,5,0,1
305306,1,1,0
305311,3,1,1
307301,2,1,1
307302,1,0,0
307303,1,0,0
307304,2,1,0
307306,5,1,1
307310,4,1,0
307311,1,1,0
307314,3,0,1
307317,3,0,1
307318,3,0,1
307322,2,0,0
307323,1,1,1
307327,4,0,0
307329,4,0,0
307337,3,0,1
307338,2,1,0
307339,1,1,0
307342,2,1,1
307344,3,1,0
307345,2,0,0
307347,2,1,0
307348,2,0,0
307351,2,1,0
307352,3,0,1
308306,1,0,1
308307,5,1,1
308337,2,0,1
309303,1,0,0
309304,2,1,0
309305,5,0,1
309306,1,1,0
309307,3,1,0
309308,2,1,0
309309,2,1,0
309310,1,0,0
309311,1,1,0
309312,3,1,0
309313,3,1,0
309314,5,0,1
309315,3,1,0
309316,2,0,0
309317,1,1,0
309319,5,0,1
309320,3,1,0
309321,1,1,0
309322,4,1,0
309323,2,1,0
309325,2,0,0
309326,2,1,0
309327,4,1,0
309328,1,1,0
309329,2,0,0
309330,5,0,1
309331,1,0,0
309333,1,0,1
309334,1,0,0
309335,1,1,1
309338,1,1,0
309339,1,1,0
309341,5,0,0
309342,5,0,0
309343,2,1,0
309344,4,1,0
309345,1,1,0
309346,3,1,0
309347,2,1,0
309348,1,0,0
309349,3,0,1
309351,1,1,0
309352,5,0,0
309354,2,0,0
309355,5,0,1
309357,1,0,0
309359,2,1,0
309360,3,0,1
309361,2,1,0
309363,1,0,0
309364,1,0,0
309365,1,0,0
309366,3,0,1
309367,1,0,0
309368,4,1,0
309369,1,1,0
309370,2,0,0
309392,1,1,0
309393,1,0,0
309394,1,1,0
309397,2,1,0
309398,3,1,0
309400,4,1,0
309401,1,0,1
309402,2,1,0
309403,1,0,0
309404,1,0,0
309405,5,0,1
309406,2,1,0
309407,3,1,1
309409,1,1,0
309410,1,0,0
309411,1,1,0
309412,4,0,0
309413,4,1,0
309415,1,1,0
309416,1,1,0
309417,1,0,1
309418,2,1,0
309420,3,0,1
309421,1,0,0
309422,1,0,0
309423,3,0,0
309424,5,0,1
101101,3,0,1
101102,2,0,0
101103,4,1,1
101105,2,1,0
101106,2,1,0
101109,4,0,0
101111,2,1,0
101112,2,1,0
101113,2,1,0
101114,2,1,0
101115,2,1,0
101118,2,0,0
101119,2,0,0
101121,1,0,0
101123,3,1,0
101124,3,1,1
101126,3,0,0
101127,2,0,0
101129,3,1,1
101130,2,1,0
101131,3,0,1
101133,1,0,1
101134,3,1,1
101137,1,0,0
101138,2,0,1
101143,1,0,1
101144,3,0,1
101145,3,1,1
101148,1,0,1
101150,1,0,1
101152,1,0,1
101158,1,0,1
101160,1,0,1
101161,2,1,0
101181,4,0,1
101187,3,0,1
102104,1,1,1
102108,1,1,0
102115,1,0,1
102117,3,0,1
102119,3,1,1
102121,1,0,1
102140,1,0,1
102141,2,1,1
102142,2,0,0
102146,2,0,1
102162,1,0,0
103110,1,1,0
103125,4,0,0
103139,1,0,1
103140,1,0,0
103159,2,0,1
104101,4,1,1
104102,3,1,0
104103,4,1,1
104104,3,0,1
104106,2,0,0
104108,2,1,0
104109,2,1,0
104110,1,0,0
104111,2,0,0
104112,2,0,0
104115,2,0,0
104116,4,1,0
104119,1,0,0
104120,4,0,1
104122,1,1,0
104123,4,0,1
104125,4,0,1
104126,1,0,1
104127,1,0,1
104128,2,1,0
104129,2,0,0
104130,3,1,0
104131,3,0,0
104133,2,1,0
104134,2,1,1
104135,3,1,0
104137,2,1,1
104138,4,1,1
104139,4,1,0
104142,2,1,0
104143,3,0,1
104145,3,0,0
104146,2,1,0
104149,3,0,1
104150,4,0,1
104152,2,0,1
104153,4,0,0
104154,4,0,0
104155,3,1,1
104156,4,0,0
104157,4,1,1
104159,2,1,0
104161,3,0,1
104162,4,0,1
104164,2,1,0
104165,2,1,0
104166,3,1,0
104167,2,1,0
104169,1,1,0
104170,1,1,0
104171,3,1,0
104172,2,1,0
104173,2,0,0
104175,4,0,1
104177,3,1,0
104178,4,1,1
104179,3,1,1
104180,4,1,0
104181,2,1,0
104188,4,1,0
104189,3,0,1
104190,2,1,0
104192,3,1,1
104193,3,1,0
104195,2,0,0
104197,2,1,0
105101,3,0,0
105102,3,0,0
105103,2,0,0
105104,2,0,0
105105,2,0,0
105110,2,1,0
105111,3,1,0
105112,4,1,0
105114,4,1,1
105117,4,1,0
105119,2,1,0
105120,4,0,0
105121,3,0,1
105122,2,0,0
105123,3,0,1
105126,2,0,0
105128,4,1,0
105130,2,1,0
105131,4,1,1
105132,3,1,0
105133,3,0,1
105134,3,0,1
105135,2,1,0
105137,3,1,1
105139,4,0,0
105140,3,0,1
105143,3,1,0
105144,2,1,0
105145,2,1,0
105147,3,1,1
105150,3,0,1
105152,3,0,0
105153,2,0,1
105160,4,0,1
105161,2,0,1
105162,4,1,1
105163,2,1,0
105164,1,1,1
105168,2,0,0
105169,1,1,1
106106,2,1,0
106107,3,1,1
106108,3,1,1
106110,2,0,0
106111,1,1,1
106112,2,0,0
106114,3,1,0
106121,2,0,0
106124,1,0,1
106125,2,0,0
106126,3,0,1
106130,1,0,1
106133,1,1,1
106139,2,0,1
106141,3,0,1
106142,1,0,1
106144,1,1,1
106150,3,0,1
106151,3,1,1
106155,1,0,1
106157,1,1,1
106161,1,0,1
106163,2,0,0
106166,3,0,1
106171,1,1,1
106172,1,0,1
108101,2,0,0
108102,1,1,1
108104,1,0,1
108105,2,1,0
108107,3,0,1
108109,3,1,1
108110,2,1,0
108111,1,0,0
108112,2,1,0
108114,2,1,0
108118,1,1,1
108123,3,1,1
108124,2,0,1
108126,2,1,1
108128,2,0,0
108130,3,1,1
108133,3,0,1
108138,2,0,1
108140,2,1,0
108142,2,1,0
108143,2,0,0
108147,4,1,0
108150,2,1,1
108154,2,1,1
108155,2,1,0
108156,4,1,1
108157,2,1,0
108158,2,1,0
108159,2,1,0
108162,4,0,1
108167,2,1,1
108168,2,1,1
109112,4,0,1
109113,4,1,1
109114,4,1,1
109115,1,0,1
109122,3,0,1
109126,3,1,1
109128,4,1,1
109130,3,1,1
109132,4,1,1
109133,4,0,0
109152,3,0,0
109156,2,1,0
109160,4,0,1
110108,1,1,1
110109,2,1,0
110112,1,0,1
110114,1,0,0
110116,1,0,0
110117,3,0,1
110122,1,1,0
110123,1,1,1
110124,2,0,0
110125,2,0,0
110127,3,0,1
110128,1,1,1
110130,1,0,1
110133,1,1,0
110135,2,1,0
110137,3,0,1
110139,3,0,1
110144,1,0,1
110146,3,0,1
110147,1,0,0
110150,1,1,1
110152,3,0,1
110154,1,0,1
110155,1,0,0
110158,1,0,0
110160,4,0,0
110162,1,1,1
110163,1,1,0
110167,4,0,1
111103,1,0,1
111112,3,1,1
111118,2,1,0
111130,3,1,1
111146,1,0,1
111151,3,0,1
111160,3,0,1
111169,2,0,0
111171,2,0,0
112107,4,1,1
112109,4,1,1
112110,4,1,1
112114,3,1,1
112115,3,1,1
112120,2,0,0
112125,3,1,0
112126,3,1,0
112128,3,1,0
112136,2,1,1
112137,3,1,0
112139,4,0,1
112142,4,1,1
112145,1,1,1
112146,1,1,1
112149,3,1,1
112150,4,0,1
112151,3,1,0
112153,2,1,0
112157,3,0,0
112159,1,1,1
112161,3,1,0
112162,4,0,1
112165,3,1,0
112177,2,1,0
112181,3,1,0
112185,4,0,1
112186,4,0,1
112191,4,1,1
112192,3,1,0
112195,2,1,0
112196,3,0,0
112197,4,1,1
114101,4,1,0
114105,4,0,1
114106,2,1,0
114107,2,0,0
114110,3,1,0
114112,1,1,0
114115,1,0,1
114124,2,1,0
114126,3,1,0
114127,4,1,1
114128,4,1,0
114131,3,1,1
114133,3,1,0
114134,1,1,0
114135,3,1,1
114136,2,1,0
114138,2,1,1
114139,1,0,1
114141,1,1,0
114142,3,1,1
114143,2,1,1
114148,1,0,1
114149,1,0,1
114159,2,0,1
114161,1,1,0
114162,4,1,0
114163,4,1,0
114165,1,0,1
114168,4,0,0
114170,4,0,0
114171,3,0,1
115101,4,0,1
115102,2,1,0
115103,4,0,0
115104,4,1,0
115107,2,0,0
115111,3,0,1
115112,2,0,0
115113,1,1,1
115115,4,0,1
115118,4,1,1
115119,1,0,0
115121,3,1,0
115125,4,0,1
115127,3,0,0
115128,2,1,0
115129,2,1,0
115131,4,1,1
115132,2,0,0
115134,3,1,1
115135,4,0,0
115138,2,1,0
115139,2,1,0
115144,2,1,0
115147,2,1,0
115148,3,0,1
115149,4,0,1
115150,2,0,0
115153,3,0,0
115156,3,1,0
115157,2,0,0
115158,1,1,0
115159,3,0,0
115160,3,1,0
115164,4,0,1
115165,2,1,0
115191,3,0,1
115196,4,0,1
115203,2,0,0
115208,4,0,0
115216,2,1,0
115217,4,0,1
115221,1,1,0
115224,4,0,1
115225,3,1,0
115229,4,1,1
115235,3,0,1
115238,4,0,1
115241,4,1,0
115248,4,1,1
115252,1,0,0
115260,2,1,1
115270,4,0,0
116102,4,0,1
116109,3,0,1
116110,2,0,0
116115,2,0,0
116117,4,0,1
116118,2,0,0
116119,2,1,0
116120,1,1,0
116128,3,1,0
116129,3,1,0
116135,4,0,0
116136,1,1,0
116138,2,0,0
116141,4,1,1
116142,4,1,0
116144,3,1,1
116146,4,0,1
116154,2,1,0
116156,1,1,0
116158,4,0,0
116161,3,0,0
116162,4,0,1
116165,4,0,1
116166,3,0,0
116169,3,1,1
116170,4,0,1
116171,3,0,1
116172,4,1,1
116201,4,0,1
116211,3,1,0
116215,1,0,0
116218,2,0,0
116226,1,1,0
116227,2,1,0
116228,4,1,1
117101,3,0,1
117102,3,1,1
117103,2,0,0
117104,3,1,1
117105,2,1,1
117106,3,0,1
117108,2,0,1
117110,2,1,1
117112,4,1,1
117114,2,0,0
117116,3,1,1
117117,2,1,0
117118,2,1,1
117119,1,1,1
117120,1,1,1
117122,3,0,1
117124,4,1,1
117125,1,0,1
117126,3,0,1
117127,3,0,1
117128,1,1,1
117130,1,0,1
117134,2,0,0
117138,3,1,1
117139,2,1,0
117140,3,1,0
117141,2,1,0
117142,2,0,1
117143,2,0,0
117144,2,0,1
117145,2,0,0
117146,3,1,1
117147,1,1,1
117148,3,1,1
117149,2,1,1
117151,2,1,0
117152,1,1,1
117154,2,1,0
117157,4,1,0
117164,2,1,0
117165,3,1,1
117166,3,0,1
117167,2,1,0
117190,1,0,1
118102,3,1,1
118103,1,0,0
118105,3,0,1
118107,1,0,0
118108,2,1,0
118109,2,1,0
118110,2,1,0
118111,3,0,0
118112,3,0,1
118114,3,0,1
118115,3,1,1
118116,3,0,1
118117,3,0,1
118118,3,0,1
118120,3,0,1
118121,1,1,0
118122,4,1,0
118124,3,1,1
118125,2,0,1
118126,4,0,1
118128,3,0,1
118129,1,0,0
118130,3,0,1
118131,4,0,1
118133,2,0,0
118135,1,0,0
118136,3,0,1
118137,3,1,1
118138,2,0,0
118139,1,0,0
118141,2,1,0
118142,1,1,1
118143,1,1,0
118144,2,0,0
118145,1,1,0
118148,1,1,0
118151,3,0,1
118156,4,0,1
118157,2,1,0
118159,2,0,0
118160,2,0,0
118161,2,1,0
118162,4,1,0
118163,3,0,1
119101,3,1,1
119102,4,1,1
119103,3,1,0
119104,1,0,0
119105,4,0,1
119107,4,1,1
119108,4,1,1
119109,4,0,1
119110,3,0,1
119111,4,0,0
119113,3,0,1
119114,4,0,1
119115,1,1,1
119116,3,0,0
119117,1,0,1
119119,2,1,1
119120,4,0,1
119121,2,1,1
119122,3,0,0
119123,4,1,1
119125,2,1,0
119126,3,0,0
119127,3,0,1
119130,3,0,1
119131,4,0,1
119134,3,0,0
119136,4,1,1
119137,2,1,0
119138,3,0,1
119139,4,1,1
119140,3,0,0
119141,4,0,1
119143,3,1,0
119145,4,0,0
119146,1,0,1
119147,4,1,0
119148,3,0,0
119149,3,0,1
119150,3,1,1
119152,3,0,0
119154,4,0,1
119155,3,0,1
119156,1,1,0
119157,3,0,1
119158,1,1,1
119159,3,1,1
119160,4,1,1
119161,3,1,1
119162,4,1,0
119163,3,0,0
120101,4,0,1
120102,2,0,0
120103,4,1,0
120104,4,1,0
120106,4,0,1
120108,1,1,0
120109,1,0,0
120110,2,1,0
120111,2,0,0
120115,1,0,0
120116,2,1,0
120117,2,1,0
120121,2,1,1
120122,2,1,0
120123,1,1,0
120124,4,0,0
120125,2,0,0
120128,2,0,0
120130,3,1,0
120135,4,0,0
120137,4,0,1
120138,1,1,0
120139,4,0,1
120142,3,1,0
120145,2,1,0
120146,2,0,0
120147,1,1,0
120149,2,1,0
120151,1,1,0
120152,4,1,1
120157,1,1,0
120159,2,0,0
120161,2,1,0
120163,3,0,1
120164,3,1,1
120166,2,1,0
120167,2,1,0
120168,1,0,0
121101,4,0,0
121102,3,1,1
121104,3,0,0
121106,3,0,0
121107,2,1,0
121108,3,1,1
121110,4,0,0
121111,4,0,1
121112,4,0,1
121113,4,0,1
121114,4,0,0
121115,4,0,1
121117,3,0,1
121118,4,0,1
121119,2,0,0
121120,4,1,0
121121,2,1,0
121122,3,0,1
121123,2,1,0
121124,2,1,1
121125,2,1,0
121126,4,0,0
121127,4,0,1
121129,2,1,0
121130,3,0,1
121131,4,0,1
121133,3,1,1
121135,2,1,0
121136,1,0,0
121137,2,0,0
121138,4,0,1
121139,3,0,1
121140,2,1,1
121142,3,0,0
121143,4,0,0
121144,4,0,1
121145,2,0,0
121148,1,0,0
121149,3,0,1
121150,2,1,0
121151,1,1,0
121152,1,1,0
121156,2,0,0
121158,2,1,0
121160,2,1,0
121161,1,1,0
121162,4,0,1
122104,2,0,0
122105,3,1,1
122106,4,1,0
122107,3,0,1
122108,3,1,0
122110,2,0,0
122112,1,0,1
122115,2,0,1
122116,3,1,0
122120,2,1,0
122124,3,0,1
122128,3,1,0
122129,2,0,0
122130,3,0,1
122131,1,1,1
122132,4,1,0
122134,2,1,0
122135,4,1,0
122136,2,0,0
122138,2,1,1
122140,4,1,0
122143,2,0,0
122144,3,0,1
122146,4,0,1
122149,2,0,0
122154,4,0,1
122155,2,1,0
122156,2,1,1
122157,3,1,1
122159,3,1,1
122160,1,0,1
122161,2,0,0
123101,4,0,1
123102,4,1,0
123103,3,0,0
123104,4,0,1
123105,3,1,0
123106,4,0,1
123107,2,0,0
123108,4,1,1
123111,3,0,0
123112,4,0,1
123113,2,0,0
123114,3,1,0
123115,3,0,1
123117,4,1,0
123119,1,1,1
123120,4,0,1
123121,4,0,1
123124,1,1,1
123125,3,0,0
123126,3,1,0
123127,1,1,0
123128,2,1,0
123129,1,0,1
123132,3,1,0
123134,3,1,0
123135,4,0,1
123137,2,1,0
123139,3,0,0
123140,1,1,1
123141,4,0,1
123142,4,1,1
123145,2,1,0
123146,2,1,0
123147,2,1,0
123148,1,0,1
123149,1,1,1
123150,4,0,1
123151,4,0,1
123153,2,1,0
123154,4,1,1
123156,1,1,1
123157,4,1,1
123158,3,0,0
123159,4,0,1
123160,4,0,0
123161,2,0,0
124102,3,1,0
124106,3,1,0
124107,2,0,1
124108,2,1,1
124111,4,0,0
124113,2,0,0
124114,2,1,0
124116,4,0,1
124118,4,0,1
124121,1,0,1
124125,2,0,1
124127,3,1,1
124129,4,0,1
124132,2,1,0
124135,4,0,0
124136,2,0,0
124141,2,0,0
124144,4,0,1
124145,4,0,1
124148,4,0,1
124150,2,1,0
124151,3,0,1
124169,4,1,0
126101,3,0,1
126103,4,1,0
126105,2,1,0
126106,2,0,1
126110,4,1,1
126112,3,1,1
126113,2,1,0
126114,4,1,0
126115,4,1,1
126116,2,0,0
126118,3,1,1
126119,3,0,1
126120,4,0,0
126121,3,0,0
126123,1,1,1
126125,3,1,0
126129,2,0,1
126130,1,1,1
126133,3,1,1
126134,4,0,1
126136,3,0,1
126139,4,1,1
126140,2,0,0
126141,4,0,1
126143,2,1,1
126144,1,0,1
126148,2,1,0
126149,1,0,1
126150,1,0,1
126153,4,0,0
126155,4,1,0
126156,3,1,1
126158,2,0,1
126159,2,0,1
126161,3,1,1
126162,3,0,1
126164,4,0,0
126165,4,0,0
126167,3,0,0
127102,3,1,1
127103,2,1,0
127104,2,1,0
127105,1,0,1
127107,4,0,1
127111,3,0,0
127115,2,1,1
127116,2,1,0
127117,2,1,0
127118,2,0,0
127124,4,1,1
127126,4,1,1
127127,4,1,0
127128,4,0,1
127130,4,0,1
127132,3,1,1
127133,3,1,1
127134,2,0,1
127136,4,1,0
127137,3,1,0
127140,3,1,1
127141,1,0,1
127145,3,0,1
127147,2,1,0
127148,2,1,0
127151,3,1,1
127152,1,0,1
127153,3,1,0
127155,2,1,1
127156,3,1,1
127157,3,0,1
127158,4,0,1
127159,3,1,0
127160,4,0,1
127161,2,1,1
127163,4,0,0
127164,3,0,1
127165,3,1,0
127168,4,0,1
128101,2,1,0
128102,4,1,1
128105,2,1,0
128106,1,1,1
128107,2,0,0
128108,3,1,1
128111,2,1,0
128112,2,1,0
128114,2,1,1
128116,2,0,0
128117,4,1,0
128119,3,0,1
128122,4,1,0
128125,3,0,1
128126,2,0,0
128127,4,0,1
128128,4,0,1
128129,4,0,1
128131,1,0,1
128132,4,0,1
128133,2,1,0
128138,4,1,0
128139,3,0,1
128140,4,1,1
128141,4,0,1
128145,2,0,0
128149,3,0,1
128151,4,0,1
128153,3,0,0
128154,4,0,0
128156,2,1,0
128157,2,0,0
128159,2,0,0
128160,4,0,1
128161,1,1,0
128162,2,0,0
128163,3,0,0
128165,4,0,0
129103,3,0,0
129106,3,0,0
129107,2,1,0
129112,3,1,0
129113,3,0,1
129115,3,1,0
129117,4,1,0
129119,4,0,0
129120,4,0,0
129121,4,1,1
129122,3,0,1
129123,2,1,0
129125,3,1,1
129126,2,0,1
129127,4,1,1
129131,4,0,1
129132,2,0,0
129133,4,0,1
129137,3,1,1
129140,3,1,0
129143,2,0,0
129145,3,1,1
129147,3,0,1
129150,2,0,0
129151,4,1,0
129153,3,1,1
129155,2,1,1
129156,3,1,0
129159,2,1,0
129160,3,0,1
129162,3,0,1
129164,3,1,0
129172,3,1,0
129175,3,0,1
129177,2,1,1
130101,2,1,0
130102,2,1,0
130104,2,0,0
130105,4,0,1
130106,3,0,0
130113,3,0,0
130115,4,0,0
130116,3,0,0
130117,3,0,1
130118,2,1,0
130119,2,0,0
130121,4,0,1
130123,3,1,0
130130,4,1,0
130131,4,0,1
130132,2,0,0
130133,3,0,0
130135,4,1,1
130137,4,1,1
130138,3,1,0
130141,3,0,1
130142,4,0,1
130143,4,1,1
130144,2,0,0
130146,3,0,0
130148,4,0,0
130149,2,0,0
130151,4,0,0
130153,2,0,0
130155,2,1,1
130163,3,1,0
130166,2,0,0
131101,2,0,0
131102,2,0,1
131104,2,0,0
131105,1,0,1
131109,3,0,0
131111,2,0,0
131115,4,0,1
131116,4,0,1
131117,4,0,1
131119,3,0,1
131122,1,0,0
131124,3,0,1
131125,1,0,1
131126,2,0,0
131127,4,0,0
131129,2,0,0
131130,2,0,0
131136,4,1,0
131139,2,1,0
131140,4,1,0
131141,2,1,0
131143,2,1,0
131144,2,1,0
131146,3,1,0
131147,1,1,1
131148,2,1,0
131150,4,1,1
131152,4,1,0
131153,4,1,0
131157,2,1,0
131164,2,0,0
131165,2,0,1
132112,2,1,0
132115,4,0,1
132116,4,0,1
132129,1,0,0
132134,1,1,1
132136,2,0,0
132138,2,0,1
132143,4,1,0
132144,1,1,0
132153,1,1,1
132159,4,1,1
132164,4,0,1
133101,2,1,0
133105,1,1,0
133107,4,0,0
133112,4,0,0
133114,1,0,0
133115,2,0,0
133118,2,0,0
133121,4,0,1
133122,2,0,1
133123,4,1,1
133124,2,0,0
133126,2,0,0
133128,3,0,0
133129,2,0,0
133133,4,1,1
133134,2,0,0
133135,1,0,0
133140,1,1,0
133141,3,0,0
133144,2,0,1
133145,2,0,0
133147,4,1,0
133149,3,0,1
133151,2,1,0
133152,2,1,0
133156,2,1,1
133158,3,0,0
133163,2,1,0
133166,3,0,0
133180,4,1,0
133181,2,0,0
133182,1,0,1
133184,2,1,0
133189,1,0,1
133190,1,0,0
134101,3,1,1
134102,3,1,1
134103,2,0,1
134107,2,0,0
134108,1,1,1
134109,3,1,0
134110,1,0,1
134114,2,1,0
134116,4,0,1
134117,4,0,0
134118,2,1,1
134120,3,1,1
134121,1,1,1
134123,3,1,0
134124,1,0,0
134126,3,1,1
134128,4,1,0
134129,2,1,0
134130,4,1,1
134133,3,1,0
134135,3,0,0
134137,3,0,1
134140,3,0,0
134142,4,0,1
134143,2,1,0
134144,1,1,1
134146,1,0,1
134148,4,1,1
134149,2,0,0
134150,4,1,1
134152,1,1,0
134153,2,1,1
134155,2,0,0
134158,3,1,1
134159,4,1,0
134160,3,0,0
134162,1,0,1
135102,1,1,0
135103,2,1,1
135106,4,0,1
135107,1,1,1
135109,4,1,0
135110,1,1,0
135111,1,1,1
135112,2,0,0
135114,4,1,1
135117,2,0,1
135120,1,1,0
135121,3,0,1
135122,2,0,0
135123,2,1,1
135124,4,0,0
135129,3,1,0
135130,3,0,1
135132,2,1,1
135133,4,0,0
135134,4,0,1
135135,3,1,0
135136,3,1,1
135137,3,0,0
135138,3,1,1
135140,3,0,1
135141,2,0,1
135142,2,1,0
135143,3,0,1
135144,2,1,0
135145,1,1,0
135148,4,1,1
135149,3,0,0
135152,2,0,0
135153,1,1,0
135154,2,1,0
135156,2,1,0
135157,3,1,0
135158,3,0,1
135161,3,0,0
135163,3,1,1
135164,1,0,1
135165,2,1,0
135167,2,0,0
136101,1,1,1
136103,2,1,0
136105,2,1,0
136107,2,0,0
136109,1,1,0
136110,3,0,1
136111,3,0,1
136112,4,0,1
136113,3,0,1
136114,2,0,0
136116,3,0,1
136117,3,1,1
136119,1,0,1
136120,2,1,0
136122,1,1,0
136123,3,1,0
136124,2,0,0
136128,2,0,0
136130,2,1,0
136131,4,0,1
136132,2,0,0
136133,2,0,0
136135,2,1,0
136137,2,1,1
136138,3,1,1
136140,2,1,0
136144,1,0,1
136145,4,0,0
136146,1,1,0
136147,3,1,1
136151,4,0,1
136153,1,1,0
136158,2,1,0
136160,1,0,1
136161,4,0,1
136162,2,1,0
136164,3,0,1
136167,4,0,0
136168,2,1,0
136170,3,0,1
137102,1,0,0
137103,3,0,1
137104,2,0,0
137105,2,0,0
137107,2,1,0
137108,4,0,0
137109,2,0,1
137111,2,1,1
137112,2,0,0
137113,1,0,0
137114,3,0,1
137115,1,0,1
137116,3,1,1
137117,1,1,1
137118,2,1,0
137119,2,1,0
137120,1,0,0
137121,3,0,0
137122,2,1,0
137124,2,1,1
137125,2,0,0
137127,1,0,1
137129,2,0,1
137130,2,0,0
137131,4,1,1
137135,1,1,0
137138,2,0,0
137139,2,1,0
137140,2,0,0
137141,2,1,0
137142,2,1,0
137144,2,1,0
137146,4,0,1
137147,4,0,0
137148,3,1,1
137149,4,1,1
137150,3,0,0
137153,3,1,1
137154,1,1,0
137155,2,0,0
137156,2,0,0
137159,1,0,0
137160,4,1,1
137162,2,0,0
137163,1,1,0
137164,2,1,0
138101,4,0,0
138102,1,1,0
138103,1,0,0
138104,1,1,0
138107,2,0,0
138108,2,1,1
138111,4,0,1
138113,1,1,0
138114,4,1,1
138115,1,0,0
138116,1,0,0
138118,1,1,0
138119,2,1,0
138120,2,1,1
138121,2,0,1
138122,2,1,1
138124,2,0,1
138125,3,1,1
138126,1,0,0
138127,1,0,0
138129,1,0,0
138132,1,0,0
138133,1,1,0
138134,2,1,0
138135,1,0,0
138136,1,0,0
138137,1,1,0
138138,1,1,0
138139,4,0,0
138140,1,1,0
138141,1,0,0
138142,3,0,1
139103,2,1,0
139106,2,1,0
139109,1,0,1
139110,4,1,0
139112,4,1,0
139113,2,1,0
139114,3,0,0
139115,3,1,0
139117,3,0,1
139118,2,0,0
139119,2,0,1
139120,4,0,1
139122,4,0,1
139124,2,0,0
139128,4,1,0
139130,3,0,1
139131,3,1,1
139132,4,1,1
139134,4,1,0
139138,1,0,0
139140,3,0,1
139143,2,1,0
139144,1,0,0
139145,3,0,0
139146,3,1,1
139147,3,0,1
139148,3,1,0
139150,3,1,1
139151,2,0,0
139152,2,0,0
139153,1,0,0
139154,2,1,0
139155,4,1,1
139156,2,0,1
139158,3,1,1
139161,3,0,0
139162,3,0,1
139164,2,1,0
139165,3,0,0
140104,4,1,1
140105,2,0,1
140106,1,1,1
140107,2,0,0
140109,3,1,0
140110,2,1,0
140111,1,1,1
140114,4,0,1
140116,1,0,0
140117,3,1,1
140122,2,1,0
140124,3,1,1
140125,3,1,1
140127,2,1,0
140128,3,0,1
140133,3,0,1
140134,1,0,1
140135,1,0,1
140138,2,1,0
140139,3,0,1
140142,2,1,0
140143,4,1,1
140144,2,1,1
140145,4,0,1
140146,4,0,1
140151,1,0,1
140153,1,0,1
140157,3,0,1
140158,4,0,0
140159,3,0,1
140161,3,0,1
140164,3,1,1
140165,2,0,0
140167,1,1,1
141102,3,0,1
141103,2,0,0
141106,3,0,1
141112,3,0,1
141113,3,0,1
141117,3,1,0
141120,2,0,1
141122,4,1,1
141124,3,1,1
141141,3,1,1
141142,4,0,1
141143,4,1,1
141149,3,1,1
141152,3,1,1
141164,3,1,1
141165,4,0,1
141168,3,1,0
141173,1,0,1
141175,2,1,0
141177,2,1,0
141188,4,0,1
142101,4,1,1
142103,2,1,1
142104,4,0,1
142106,4,1,1
142107,2,0,1
142108,4,0,1
142109,2,1,0
142110,4,0,1
142112,4,0,1
142114,3,1,0
142116,4,1,0
142117,3,0,1
142118,1,0,1
142120,2,1,0
142122,4,0,0
142124,2,0,0
142125,2,1,0
142128,4,1,0
142130,2,0,1
142131,2,0,0
142132,4,1,1
142134,4,0,1
142135,4,0,1
142136,4,1,0
142138,4,0,1
142139,4,0,0
142140,3,1,1
142141,1,0,0
142145,3,0,1
