"id","weeks","censor"
1723,107.28,1
1724,107.28,1
1725,107.28,1
1726,107.28,1
1727,107.42,1
1728,107.42,1
1729,107.57,0
1730,108,1
1731,108,1
1732,108,1
1733,108.14,1
1734,108.14,1
1735,108.14,1
1736,108.14,1
1737,108.14,1
1738,108.14,1
1739,108.14,1
1740,108.14,1
1741,108.14,1
1742,108.14,1
1743,108.14,1
1744,108.14,1
1745,108.14,1
1746,108.42,1
1747,108.42,0
1748,108.57,1
1749,108.57,1
1750,108.57,1
1751,108.57,1
1752,108.57,1
1753,108.57,1
1754,108.57,0
1755,108.57,1
1756,108.57,1
1757,108.57,1
1758,108.57,1
1759,108.57,1
1760,108.57,1
1761,108.71,1
1762,109,0
1763,109.28,0
1764,109.28,1
1765,109.28,1
1766,109.28,1
1767,109.28,1
1768,109.42,0
1769,109.57,1
1770,110,1
1771,110.14,1
1772,110.28,1
1773,110.42,1
1774,110.57,1
1775,110.71,1
1776,111,1
1777,111,1
1778,111.28,1
1779,111.28,1
1780,111.28,1
1781,111.28,1
1782,111.28,1
1783,111.42,1
1784,112.14,1
1785,112.28,1
1786,112.28,1
1787,112.28,1
1788,112.28,1
1789,112.85,1
1790,112.85,1
1791,113,1
1792,113,1
1793,113,1
1794,113,1
1795,113,1
1796,113,1
1797,113,1
1798,113,1
1799,113,1
1800,113,1
1801,113,1
1802,113,1
1803,113,1
1804,113,1
1805,113,1
1806,113,1
1807,113,1
1808,113,1
1809,113,1
1810,113,1
1811,113,1
1812,113.14,1
1813,113.14,0
1814,113.28,1
1815,113.28,1
1816,113.28,1
1817,113.57,1
1818,113.71,1
1819,114,1
1820,114,1
1821,114.14,1
1822,114.28,1
1823,114.28,1
1824,114.28,1
1825,114.28,1
1826,114.28,1
1827,114.28,1
1828,114.28,1
1829,114.28,1
1830,114.28,1
1831,114.28,1
1832,114.42,1
1833,114.71,1
1834,114.71,1
1835,114.85,1
1836,115,1
1837,115.14,1
1838,115.14,1
1839,115.28,1
1840,115.28,1
1841,115.28,1
1842,115.28,1
1843,115.28,1
1844,115.28,1
1845,115.28,1
1846,115.28,1
1847,115.28,1
1848,115.28,1
1849,115.28,1
1850,115.28,1
1851,115.28,1
1852,115.28,1
1853,115.28,1
1854,115.28,1
1855,115.28,1
1856,115.42,0
1857,115.42,1
1858,115.71,1
1859,115.85,1
1860,115.85,1
1861,116,0
1862,116.28,1
1863,116.28,1
1864,116.28,1
1865,116.28,1
1866,116.28,1
1867,116.57,1
1868,116.71,1
1869,116.71,1
1870,116.85,1
1871,116.85,1
1872,116.85,1
1873,117.14,1
1874,117.28,1
1875,117.28,1
1876,117.28,1
1877,117.28,1
1878,117.28,1
1879,117.28,1
1880,117.28,1
1881,117.28,1
1882,117.28,1
1883,117.28,1
1884,117.28,1
1885,117.42,1
1886,117.42,1
1887,117.42,1
1888,117.42,1
1889,117.42,1
1890,117.42,1
1891,117.42,1
1892,117.42,1
1893,117.42,1
1894,117.42,1
1895,117.42,1
1896,117.42,1
1897,117.42,1
1898,117.42,1
1899,117.42,1
1900,117.42,1
1901,117.42,1
1902,117.42,1
1903,117.42,1
1904,117.42,1
1905,117.42,1
1906,117.42,1
1907,117.42,1
1908,117.42,1
1909,117.42,1
1910,117.42,1
1911,117.42,1
1912,117.42,1
1913,117.42,1
1914,117.42,1
1915,117.42,1
1916,117.42,1
1917,117.42,1
1918,117.42,1
1919,117.57,1
1920,117.57,1
1921,118.28,1
1922,118.71,1
1923,119,1
1924,119.14,1
1925,119.28,1
1926,119.28,1
1927,119.28,1
1928,119.28,1
1929,119.28,1
1930,119.42,1
1931,119.71,1
1932,119.71,1
1933,119.71,1
1934,119.71,1
1935,119.71,1
1936,119.85,1
1937,120,1
1938,120.28,1
1939,120.42,1
1940,121.14,1
1941,121.14,1
1942,121.28,1
1943,121.28,1
1944,121.28,1
1945,121.71,1
1946,121.71,1
1947,121.71,1
1948,121.71,1
1949,121.71,1
1950,121.71,1
1951,121.71,1
1952,121.71,1
1953,122.14,1
1954,122.14,1
1955,123.28,1
1956,123.28,1
1957,123.28,1
1958,123.28,1
1959,123.42,0
1960,123.71,1
1961,124.14,1
1962,124.14,1
1963,124.28,0
1964,124.28,1
1965,124.85,1
1966,125.28,1
1967,125.71,1
1968,126,1
1969,126,1
1970,126.14,1
1971,126.14,1
1972,126.14,1
1973,126.14,1
1974,126.14,1
1975,126.14,1
1976,126.14,1
1977,126.28,1
1978,126.71,1
1979,127.28,1
1980,127.28,1
1981,127.71,1
1982,128,1
1983,128.28,1
1984,128.28,1
1985,128.28,1
1986,129,1
1987,129.28,1
1988,129.85,1
1989,130.14,0
1990,130.28,1
1991,130.28,1
1992,130.28,1
1993,130.42,1
1994,130.42,1
1995,130.57,1
1996,130.85,1
1997,131.28,1
1998,132,1
1999,132.28,1
2000,132.28,1
2001,132.71,1
2002,132.85,0
2003,132.85,0
2004,133.14,1
2005,133.28,1
2006,133.28,1
2007,134.28,1
2008,134.28,1
2009,134.85,1
2010,134.85,1
2011,134.85,1
2012,134.85,1
2013,134.85,1
2014,134.85,1
2015,134.85,1
2016,136.14,1
2017,136.28,1
2018,136.28,1
2019,136.71,1
2020,136.85,1
2021,137.28,1
2022,137.28,1
2023,137.85,0
2024,137.85,1
2025,138,1
2026,138.57,0
2027,138.71,1
2028,138.85,1
2029,138.85,1
2030,138.85,1
2031,138.85,1
2032,138.85,1
2033,138.85,1
2034,138.85,1
2035,139,1
2036,139.28,1
2037,139.28,1
2038,140,1
2039,140.14,1
2040,140.28,1
2041,140.28,1
2042,140.28,1
2043,140.28,1
2044,140.28,1
2045,140.42,1
2046,140.85,1
2047,141,1
2048,141.28,1
2049,142.14,1
2050,142.14,1
2051,142.28,1
2052,142.28,1
2053,142.28,1
2054,142.28,1
2055,142.71,1
2056,142.85,1
2057,143,1
2058,143.14,1
2059,143.14,1
2060,143.14,1
2061,143.14,1
2062,143.14,1
2063,143.14,1
2064,143.14,1
2065,143.14,1
2066,143.14,1
2067,143.28,1
2068,143.28,1
2069,143.28,1
2070,143.28,1
2071,143.28,1
2072,143.28,1
2073,143.28,1
2074,143.28,1
