"ID","TIME","CENSOR","ABUSED","BLACK","ABLACK"
1236,16,0,1,0,0
1237,23,1,0,1,0
1238,16,0,1,1,1
1239,23,1,0,0,0
1240,23,1,1,0,0
1241,22,1,0,0,0
1242,15,0,1,0,0
1243,20,1,0,0,0
1244,20,1,1,0,0
1245,18,1,0,0,0
1246,18,1,1,0,0
1248,13,0,1,0,0
1249,24,1,0,0,0
1250,24,1,1,0,0
1253,27,1,0,0,0
1254,27,1,1,0,0
1255,22,1,0,1,0
1256,14,0,1,1,1
1257,29,1,0,0,0
1258,29,1,1,0,0
1259,29,1,0,1,0
1260,13,0,1,1,1
1261,28,1,0,1,0
1262,11,0,1,1,1
1263,27,1,0,1,0
1264,14,0,1,1,1
1266,27,1,1,1,1
1267,26,1,0,1,0
1268,26,1,1,1,1
1269,15,0,0,1,0
1270,17,0,1,1,1
1271,17,0,0,1,0
1272,15,0,1,1,1
1273,23,1,0,1,0
1274,16,0,1,1,1
1275,16,0,1,1,1
1276,21,1,0,1,0
1277,21,1,1,1,1
1278,19,1,0,1,0
1279,19,1,1,1,1
1280,15,0,0,0,0
1282,23,1,1,0,0
1283,13,0,0,0,0
1284,28,1,1,0,0
1285,26,1,0,0,0
1286,26,1,1,0,0
1287,29,1,0,1,0
1288,12,0,1,1,1
1289,15,0,0,1,0
1290,9,0,1,1,1
1291,24,1,0,1,0
1292,24,1,1,1,1
1293,18,0,1,0,0
1294,17,0,0,0,0
1295,24,1,1,0,0
1296,19,1,0,0,0
1298,28,1,0,0,0
1299,17,0,1,0,0
1300,23,1,0,0,0
1301,23,1,1,0,0
1302,29,1,0,1,0
1303,29,1,1,0,0
1304,21,1,0,1,0
1305,14,0,1,1,1
1306,26,1,0,1,0
1307,26,1,1,1,1
1308,17,0,0,1,0
1309,17,0,1,1,1
1310,24,1,0,1,0
1311,23,1,1,1,1
1312,18,1,1,0,0
1314,21,1,1,0,0
1315,28,1,0,0,0
1316,28,1,1,0,0
1317,27,1,0,0,0
1318,27,1,1,0,0
1319,25,1,0,0,0
1320,25,1,1,0,0
1321,23,1,1,0,0
1322,18,1,0,0,0
1323,18,1,1,0,0
1324,26,1,0,1,0
1325,14,0,1,1,1
1326,12,0,1,1,1
1327,15,0,1,1,1
1328,28,1,1,0,0
1330,23,1,0,0,0
1331,23,1,1,0,0
1332,18,1,1,0,0
1333,22,1,0,1,0
1334,22,1,1,1,1
1335,19,1,1,0,0
1336,14,0,0,0,0
1337,18,1,1,0,0
1338,22,1,0,0,0
1339,22,1,1,0,0
1340,22,1,1,0,0
1341,19,1,0,0,0
1342,19,1,1,0,0
1343,27,1,1,1,1
1344,22,1,0,0,0
1346,20,1,0,0,0
1347,20,1,1,0,0
1348,28,1,0,1,0
1349,28,1,1,1,1
1350,24,1,0,1,0
1351,24,1,1,1,1
1352,28,1,0,0,0
1354,26,1,0,0,0
1356,28,1,0,1,0
1357,28,1,1,1,1
1358,25,1,0,1,0
1359,25,1,1,1,1
1360,23,1,0,1,0
1361,23,1,1,1,1
1362,27,1,0,0,0
1364,17,0,0,0,0
1366,20,1,0,0,0
1367,14,0,1,0,0
1368,14,0,0,0,0
1369,10,0,1,0,0
1370,27,1,1,1,1
1371,26,1,1,1,1
1372,13,0,0,1,0
1373,16,0,1,1,1
1374,27,1,0,1,0
1375,15,0,1,1,1
1376,25,1,0,1,0
1377,25,1,1,1,1
1378,29,1,0,0,0
1379,28,1,1,0,0
1381,11,0,1,0,0
1382,24,1,0,0,0
1383,11,0,1,0,0
1384,29,1,0,1,0
1385,17,0,1,1,1
1386,27,1,0,1,0
1387,27,1,1,1,1
1388,26,1,0,1,0
1389,17,0,1,1,1
1390,16,0,0,0,0
1391,27,1,1,0,0
1392,23,1,1,0,0
1393,14,0,1,0,0
1394,22,1,0,0,0
1395,22,1,1,0,0
1397,15,0,0,0,0
1398,28,1,1,0,0
1399,24,1,0,0,0
1400,24,1,1,0,0
1401,23,1,0,0,0
1402,23,1,1,0,0
1403,25,1,1,0,0
1404,21,1,0,0,0
1405,21,1,1,0,0
1406,21,1,0,1,0
1407,21,1,1,1,1
1408,26,1,1,0,0
1409,25,1,1,0,0
1410,23,1,1,0,0
1411,21,1,0,0,0
1413,17,1,1,0,0
1414,14,0,1,1,1
1415,15,0,1,1,1
1416,19,1,0,1,0
1417,19,1,1,1,1
1418,21,1,0,0,0
1419,21,1,1,0,0
1420,19,1,0,0,0
1421,19,1,1,0,0
1422,20,1,1,0,0
1423,19,1,1,0,0
1424,17,1,0,0,0
1425,17,1,1,0,0
1426,17,1,0,0,0
1427,17,1,1,0,0
1429,19,1,1,1,1
1430,27,1,0,1,0
1431,27,1,1,1,1
1432,25,1,0,0,0
1433,25,1,1,0,0
1434,15,0,1,1,1
1435,22,1,0,1,0
1436,22,1,1,1,1
1437,32,1,0,0,0
1438,13,0,1,0,0
1439,30,1,0,0,0
1440,30,1,1,0,0
1441,31,1,0,0,0
1442,14,0,1,0,0
1443,14,0,0,1,0
1445,31,1,0,1,0
1446,31,1,1,1,1
1447,16,0,0,1,0
1448,22,1,1,1,1
1449,32,1,0,0,0
1450,31,1,1,0,0
1451,28,1,0,0,0
1452,13,0,1,0,0
1453,17,0,0,0,0
1454,14,0,1,0,0
1455,17,0,0,1,0
1456,30,1,1,1,1
1457,27,1,0,1,0
1458,27,1,1,1,1
1459,27,1,0,1,0
1461,26,1,1,1,1
1462,32,1,0,0,0
1463,31,1,1,0,0
1464,31,1,0,0,0
1465,30,1,1,0,0
1466,29,1,0,0,0
1467,29,1,1,0,0
1468,28,1,0,0,0
1469,28,1,1,0,0
1470,25,1,1,0,0
1471,22,1,1,0,0
1472,32,1,1,0,0
1473,29,1,1,0,0
1474,23,1,1,0,0
1475,21,1,1,1,1
1477,28,1,1,0,0
1478,23,1,0,1,0
1479,23,1,1,1,1
1480,24,1,1,1,1
1481,30,1,1,0,0
1482,14,0,0,0,0
1483,11,0,1,0,0
1484,31,1,0,0,0
1485,14,0,1,0,0
1486,31,1,0,0,0
1487,30,1,1,0,0
1488,27,1,0,0,0
1489,27,1,1,0,0
1490,31,1,0,0,0
1491,31,1,1,0,0
1493,23,1,1,0,0
1494,30,1,1,1,1
1495,29,1,0,1,0
1496,15,0,1,1,1
1497,21,1,0,0,0
1498,21,1,1,0,0
1499,31,1,0,1,0
1500,30,1,1,1,1
1501,29,1,0,1,0
1502,15,0,1,1,1
1503,28,1,0,1,0
1504,28,1,1,1,1
1505,27,1,0,1,0
1506,15,0,1,1,1
1507,25,1,1,0,0
1510,30,1,0,1,0
1511,15,0,1,1,1
1512,13,0,1,1,1
1513,16,0,1,1,1
1514,27,1,0,1,0
1515,25,1,1,1,1
1516,24,1,0,1,0
1517,24,1,1,1,1
1518,29,1,1,0,0
1519,21,1,1,0,0
1520,31,1,0,1,0
1521,31,1,1,1,1
1522,29,1,1,1,1
1523,28,1,0,1,0
1524,27,1,1,1,1
1526,20,1,0,0,0
1527,20,1,1,0,0
1528,29,1,1,0,0
1529,28,1,1,0,0
1530,12,0,0,1,0
1531,30,1,1,1,1
1532,29,1,0,1,0
1533,15,0,1,1,1
1534,15,0,0,1,0
1535,27,1,1,1,1
1536,25,1,0,1,0
1537,26,1,1,1,1
1538,23,1,0,1,0
1539,16,0,1,1,1
1540,29,1,0,1,0
1542,16,0,0,1,0
1543,30,1,1,0,0
1544,24,1,0,0,0
1545,24,1,1,0,0
1546,20,1,1,0,0
1547,25,1,0,0,0
1548,26,1,1,0,0
1549,9,0,1,0,0
1550,27,1,1,0,0
1551,26,1,0,0,0
1552,26,1,1,0,0
1553,28,1,0,0,0
1554,28,1,1,0,0
1555,26,1,0,0,0
1556,26,1,1,0,0
1558,25,1,1,0,0
1559,14,0,0,0,0
1560,23,1,1,0,0
1561,20,1,1,1,1
1562,10,0,0,0,0
1563,29,1,1,0,0
1564,27,1,0,0,0
1565,27,1,1,0,0
1566,28,1,0,0,0
1567,28,1,1,0,0
1568,27,1,0,0,0
1569,13,0,1,0,0
1570,22,1,0,1,0
1571,22,1,1,1,1
1572,20,1,0,1,0
1574,27,1,1,0,0
1575,25,1,1,0,0
