"id","lnw","exper","ged","postexp","black","hispanic","hgc","hgc.9","uerate","ue.7","ue.centert1","ue.mean","ue.person.cen","ue1"
3509,2.292,6.793,1,6.748,0,0,10,1,4.995,-2.005,-3.805,6.59785714285714,-1.60285714285714,8.8
3509,2.28,7.697,1,7.652,0,0,10,1,6.095,-0.905,-2.705,6.59785714285714,-0.502857142857143,8.8
3539,2.273,0.615,0,0,1,0,8,-1,8.3,1.3,0,6.66857142857143,1.63142857142857,8.3
3539,2.493,1.942,0,0,1,0,8,-1,7.6,0.6,-0.700000000000001,6.66857142857143,0.931428571428571,8.3
3539,1.825,2.942,0,0,1,0,8,-1,9.9,2.9,1.6,6.66857142857143,3.23142857142857,8.3
3539,1.482,3.944,0,0,1,0,8,-1,4.895,-2.105,-3.405,6.66857142857143,-1.77357142857143,8.3
3539,1.437,5.825,0,0,1,0,8,-1,4.895,-2.105,-3.405,6.66857142857143,-1.77357142857143,8.3
3539,1.792,6.834,0,0,1,0,8,-1,4.995,-2.005,-3.305,6.66857142857143,-1.67357142857143,8.3
3539,2.04,7.661,0,0,1,0,8,-1,6.095,-0.905,-2.205,6.66857142857143,-0.573571428571428,8.3
3540,1.982,2.046,0,0,1,0,11,2,10.2,3.2,0,7.78722222222222,2.41277777777778,10.2
3540,2.01,2.206,0,0,1,0,11,2,12.6,5.6,2.4,7.78722222222222,4.81277777777778,10.2
3540,2.926,2.272,0,0,1,0,11,2,9.9,2.9,-0.299999999999999,7.78722222222222,2.11277777777778,10.2
3540,2.012,3.738,0,0,1,0,11,2,7.1,0.0999999999999996,-3.1,7.78722222222222,-0.687222222222222,10.2
3540,1.854,4.646,0,0,1,0,11,2,7,0,-3.2,7.78722222222222,-0.787222222222222,10.2
3540,2.082,5.806,0,0,1,0,11,2,7.3,0.3,-2.9,7.78722222222222,-0.487222222222222,10.2
3540,2.066,6.748,0,0,1,0,11,2,4.895,-2.105,-5.305,7.78722222222222,-2.89222222222222,10.2
3540,2.21,7.594,0,0,1,0,11,2,4.995,-2.005,-5.205,7.78722222222222,-2.79222222222222,10.2
3540,2.056,8.294,0,0,1,0,11,2,6.095,-0.905,-4.105,7.78722222222222,-1.69222222222222,10.2
3541,1.957,0.98,0,0,1,0,9,0,6.395,-0.605,0,5.395625,0.999375,6.395
3541,2.087,1.66,0,0,1,0,9,0,7.1,0.0999999999999996,0.705,5.395625,1.704375,6.395
3541,1.934,2.26,0,0,1,0,9,0,5.295,-1.705,-1.1,5.395625,-0.100625,6.395
3541,2.001,3.318,0,0,1,0,9,0,4.895,-2.105,-1.5,5.395625,-0.500625,6.395
3541,2.067,4.337,0,0,1,0,9,0,4.695,-2.305,-1.7,5.395625,-0.700625,6.395
3541,2.173,5.625,0,0,1,0,9,0,4.895,-2.105,-1.5,5.395625,-0.500625,6.395
3541,1.888,7.125,0,0,1,0,9,0,4.895,-2.105,-1.5,5.395625,-0.500625,6.395
3541,1.996,7.325,0,0,1,0,9,0,4.995,-2.005,-1.4,5.395625,-0.400625,6.395
3570,1.639,0.352,0,0,0,0,9,0,6.595,-0.405,0,7.59791666666667,-1.00291666666667,6.595
3570,1.601,0.412,0,0,0,0,9,0,8.7,1.7,2.105,7.59791666666667,1.10208333333333,6.595
3570,1.805,1.431,0,0,0,0,9,0,10.5,3.5,3.905,7.59791666666667,2.90208333333333,6.595
3570,1.946,2.45,0,0,0,0,9,0,12.2,5.2,5.605,7.59791666666667,4.60208333333333,6.595
3570,1.879,3.43,0,0,0,0,9,0,8.6,1.6,2.005,7.59791666666667,1.00208333333333,6.595
3570,2.155,3.81,0,0,0,0,9,0,8.5,1.5,1.905,7.59791666666667,0.902083333333334,6.595
3570,2.195,3.985,0,0,0,0,9,0,8,1,1.405,7.59791666666667,0.402083333333334,6.595
3570,1.644,5.312,0,0,0,0,9,0,7.7,0.7,1.105,7.59791666666667,0.102083333333334,6.595
3570,1.707,6.309,0,0,0,0,9,0,4.995,-2.005,-1.6,7.59791666666667,-2.60291666666667,6.595
3570,1.68,7.332,0,0,0,0,9,0,4.795,-2.205,-1.8,7.59791666666667,-2.80291666666667,6.595
3570,1.517,8.371,0,0,0,0,9,0,4.595,-2.405,-2,7.59791666666667,-3.00291666666667,6.595
3570,1.711,9.256,0,0,0,0,9,0,5.995,-1.005,-0.6,7.59791666666667,-1.60291666666667,6.595
3571,1.645,0.36,0,0,0,0,8,-1,10.5,3.5,0,7.588,2.912,10.5
3571,1.673,1.379,0,0,0,0,8,-1,12.2,5.2,1.7,7.588,4.612,10.5
3571,1.856,2.36,0,0,0,0,8,-1,8.6,1.6,-1.9,7.588,1.012,10.5
3571,1.989,3.36,0,0,0,0,8,-1,8.5,1.5,-2,7.588,0.912,10.5
3571,2.052,4.379,0,0,0,0,8,-1,8,1,-2.5,7.588,0.412,10.5
3571,2.012,5.514,0,0,0,0,8,-1,7.7,0.7,-2.8,7.588,0.112,10.5
3571,2.079,6.802,0,0,0,0,8,-1,4.995,-2.005,-5.505,7.588,-2.593,10.5
3571,2.105,7.706,0,0,0,0,8,-1,4.795,-2.205,-5.705,7.588,-2.793,10.5
3571,2.31,8.783,0,0,0,0,8,-1,4.595,-2.405,-5.905,7.588,-2.993,10.5
3571,2.088,9.764,0,0,0,0,8,-1,5.995,-1.005,-4.505,7.588,-1.593,10.5
3592,1.897,0.893,0,0,0,0,12,3,8.7,1.7,0,7.68909090909091,1.01090909090909,8.7
3592,1.933,1.969,0,0,0,0,12,3,10.5,3.5,1.8,7.68909090909091,2.81090909090909,8.7
3592,1.969,2.599,0,0,0,0,12,3,12.2,5.2,3.5,7.68909090909091,4.51090909090909,8.7
3592,1.906,3.663,0,0,0,0,12,3,8.6,1.6,-0.0999999999999996,7.68909090909091,0.910909090909091,8.7
3592,1.984,4.663,0,0,0,0,12,3,8.5,1.5,-0.199999999999999,7.68909090909091,0.810909090909091,8.7
3592,1.227,5.536,0,0,0,0,12,3,8,1,-0.700,7.68909090909091,0.310909090909091,8.7
3592,1.563,6.526,0,0,0,0,12,3,7.7,0.7,-1,7.68909090909091,0.0109090909090916,8.7
3592,1.962,7.796,0,0,0,0,12,3,4.995,-2.005,-3.705,7.68909090909091,-2.69409090909091,8.7
3592,1.755,8.683,0,0,0,0,12,3,4.795,-2.205,-3.905,7.68909090909091,-2.89409090909091,8.7
3592,2.445,9.895,0,0,0,0,12,3,4.595,-2.405,-4.105,7.68909090909091,-3.09409090909091,8.7
3592,2.596,10.683,0,0,0,0,12,3,5.995,-1.005,-2.705,7.68909090909091,-1.69409090909091,8.7
3616,2.042,2.496,0,0,0,0,12,3,8.5,1.5,0,6.36857142857143,2.13142857142857,8.5
3616,1.789,3.336,0,0,0,0,12,3,8,1,-0.5,6.36857142857143,1.63142857142857,8.5
3616,2.187,4.701,0,0,0,0,12,3,7.7,0.7,-0.8,6.36857142857143,1.33142857142857,8.5
3616,2.146,5.685,0,0,0,0,12,3,4.995,-2.005,-3.505,6.36857142857143,-1.37357142857143,8.5
3616,2.13,6.685,0,0,0,0,12,3,4.795,-2.205,-3.705,6.36857142857143,-1.57357142857143,8.5
3616,2.14,7.666,0,0,0,0,12,3,4.595,-2.405,-3.905,6.36857142857143,-1.77357142857143,8.5
3616,2.185,8.394,0,0,0,0,12,3,5.995,-1.005,-2.505,6.36857142857143,-0.373571428571428,8.5
3632,1.828,1.355,0,0,0,0,9,0,9.1,2.1,0,6.78611111111111,2.31388888888889,9.1
3632,1.786,2.355,0,0,0,0,9,0,9.5,2.5,0.4,6.78611111111111,2.71388888888889,9.1
3632,2.071,3.355,0,0,0,0,9,0,8.5,1.5,-0.6,6.78611111111111,1.71388888888889,9.1
3632,1.819,4.393,0,0,0,0,9,0,7.3,0.3,-1.8,6.78611111111111,0.513888888888888,9.1
3632,1.848,5.49,0,0,0,0,9,0,5.795,-1.205,-3.305,6.78611111111111,-0.991111111111111,9.1
3632,2.113,6.99,0,0,0,0,9,0,6.195,-0.805,-2.905,6.78611111111111,-0.591111111111111,9.1
3632,1.891,8.297,0,0,0,0,9,0,4.795,-2.205,-4.305,6.78611111111111,-1.99111111111111,9.1
3632,1.599,9.067,0,0,0,0,9,0,4.695,-2.305,-4.405,6.78611111111111,-2.09111111111111,9.1
3632,1.975,9.807,0,0,0,0,9,0,5.195,-1.805,-3.905,6.78611111111111,-1.59111111111111,9.1
3634,1.563,0.166,0,0,0,0,8,-1,9.5,2.5,0,6.41888888888889,3.08111111111111,9.5
3634,1.499,0.526,0,0,0,0,8,-1,8.5,1.5,-1,6.41888888888889,2.08111111111111,9.5
3634,1.544,1.526,0,0,0,0,8,-1,7.3,0.3,-2.2,6.41888888888889,0.881111111111111,9.5
3634,1.885,2.603,0,0,0,0,8,-1,5.795,-1.205,-3.705,6.41888888888889,-0.623888888888889,9.5
3634,2.012,4.103,0,0,0,0,8,-1,5.795,-1.205,-3.705,6.41888888888889,-0.623888888888889,9.5
3634,1.509,4.867,0,0,0,0,8,-1,6.195,-0.805,-3.305,6.41888888888889,-0.223888888888888,9.5
3634,1.842,6.252,0,0,0,0,8,-1,4.795,-2.205,-4.705,6.41888888888889,-1.62388888888889,9.5
3634,2.015,7.002,0,0,0,0,8,-1,4.695,-2.305,-4.805,6.41888888888889,-1.72388888888889,9.5
3634,2.04,7.809,0,0,0,0,8,-1,5.195,-1.805,-4.305,6.41888888888889,-1.22388888888889,9.5
3639,1.892,0.53,0,0,0,0,8,-1,9.1,2.1,0,7.378,1.722,9.1
3639,1.668,0.718,0,0,0,0,8,-1,9.5,2.5,0.4,7.378,2.122,9.1
3639,1.415,0.894,0,0,0,0,8,-1,7.3,0.3,-1.8,7.378,-0.0780000000000003,9.1
3639,2.113,2.394,0,0,0,0,8,-1,6.195,-0.805,-2.905,7.378,-1.183,9.1
3639,2.098,3.194,0,0,0,0,8,-1,4.795,-2.205,-4.305,7.378,-2.583,9.1
3644,1.532,0.057,0,0,0,0,11,2,9.1,2.1,0,9.3,-0.200000000000001,9.1
3644,2.621,0.282,1,0,0,0,11,2,9.5,2.5,0.4,9.3,0.199999999999999,9.1
3693,1.846,0.703,0,0,0,0,9,0,4.795,-2.205,0,5.176,-0.381,4.795
3693,1.763,1.583,0,0,0,0,9,0,6.395,-0.605,1.6,5.176,1.219,4.795
3693,2.073,2.563,0,0,0,0,9,0,8,1,3.205,5.176,2.824,4.795
3693,1.987,3.583,0,0,0,0,9,0,9.4,2.4,4.605,5.176,4.224,4.795
3693,2.118,4.583,0,0,0,0,9,0,4.495,-2.505,-0.3,5.176,-0.681,4.795
3693,2.155,5.438,0,0,0,0,9,0,4.795,-2.205,0,5.176,-0.381,4.795
3693,2.195,6.457,0,0,0,0,9,0,4.395,-2.605,-0.4,5.176,-0.781,4.795
3693,2.296,7.322,0,0,0,0,9,0,5.176,-1.824,0.381,5.176,0,4.795
3693,2.245,8.451,0,0,0,0,9,0,3.295,-3.705,-1.5,5.176,-1.881,4.795
3693,2.536,9.316,0,0,0,0,9,0,2.995,-4.005,-1.8,5.176,-2.181,4.795
3693,2.485,10.034,0,0,0,0,9,0,3.195,-3.805,-1.6,5.176,-1.981,4.795
3695,1.786,1.105,0,0,1,0,10,1,6.395,-0.605,0,7.19642857142857,-0.801428571428572,6.395
3695,2.153,1.795,0,0,1,0,10,1,5.095,-1.905,-1.3,7.19642857142857,-2.10142857142857,6.395
3695,1.566,2.484,0,0,1,0,10,1,7.8,0.8,1.405,7.19642857142857,0.603571428571429,6.395
3695,1.565,3.772,0,0,1,0,10,1,6.195,-0.805,-0.199999999999999,7.19642857142857,-1.00142857142857,6.395
3695,1.602,4.618,0,0,1,0,10,1,5.395,-1.605,-1,7.19642857142857,-1.80142857142857,6.395
3695,1.842,5.714,0,0,1,0,10,1,5.495,-1.505,-0.9,7.19642857142857,-1.70142857142857,6.395
3695,1.87,6.064,0,0,1,0,10,1,14,7,7.605,7.19642857142857,6.80357142857143,6.395
3731,2.04,4.465,1,4.465,0,0,8,-1,8.7,1.7,0,8.7,0,8.7
3732,2.443,2.801,1,2.801,0,0,8,-1,10,3,0,6.9975,3.0025,10
3732,2.498,3.975,1,3.975,0,0,8,-1,8.2,1.2,-1.8,6.9975,1.2025,10
3732,2.339,5.282,1,5.282,0,0,8,-1,5.395,-1.605,-4.605,6.9975,-1.6025,10
3732,2.426,6.301,1,6.301,0,0,8,-1,5.395,-1.605,-4.605,6.9975,-1.6025,10
3732,2.074,7.263,1,7.263,0,0,8,-1,4.995,-2.005,-5.005,6.9975,-2.0025,10
3732,1.798,7.926,1,7.926,0,0,8,-1,8,1,-2,6.9975,1.0025,10
3742,1.933,0.051,0,0,0,0,7,-2,12.8,5.8,0,8.84916666666667,3.95083333333333,12.8
3742,2.227,0.261,0,0,0,0,7,-2,8.7,1.7,-4.1,8.84916666666667,-0.149166666666668,12.8
3742,1.566,0.501,0,0,0,0,7,-2,10,3,-2.8,8.84916666666667,1.15083333333333,12.8
3742,2.38,1.339,0,0,0,0,7,-2,8.2,1.2,-4.6,8.84916666666667,-0.649166666666668,12.8
3742,2.302,1.959,0,0,0,0,7,-2,5.395,-1.605,-7.405,8.84916666666667,-3.45416666666667,12.8
3742,1.57,3.997,0,0,0,0,7,-2,8,1,-4.8,8.84916666666667,-0.849166666666667,12.8
3751,1.873,0.5,0,0,0,0,8,-1,12.8,5.8,0,9.1385,3.6615,12.8
3751,1.857,1.12,0,0,0,0,8,-1,16.5,9.5,3.7,9.1385,7.3615,12.8
3751,1.728,1.795,0,0,0,0,8,-1,8.7,1.7,-4.1,9.1385,-0.438500000000001,12.8
3751,2.189,2.814,0,0,0,0,8,-1,11.4,4.4,-1.4,9.1385,2.2615,12.8
3751,2.291,3.754,0,0,0,0,8,-1,10,3,-2.8,9.1385,0.8615,12.8
3751,2.356,4.549,1,0,0,0,8,-1,8.2,1.2,-4.6,9.1385,-0.938500000000001,12.8
3751,1.817,5.799,1,1.25,0,0,8,-1,5.395,-1.605,-7.405,9.1385,-3.7435,12.8
3751,2.191,6.876,1,2.327,0,0,8,-1,5.395,-1.605,-7.405,9.1385,-3.7435,12.8
3751,2.127,7.895,1,3.346,0,0,8,-1,4.995,-2.005,-7.805,9.1385,-4.1435,12.8
3751,2.121,8.722,1,4.173,0,0,8,-1,8,1,-4.8,9.1385,-1.1385,12.8
3776,1.792,0.46,0,0,0,0,8,-1,9.3,2.3,0,7.06928571428571,2.23071428571429,9.3
3776,1.714,0.76,0,0,0,0,8,-1,7.4,0.4,-1.9,7.06928571428571,0.330714285714286,9.3
3776,1.566,1.446,0,0,0,0,8,-1,7.3,0.3,-2,7.06928571428571,0.230714285714286,9.3
3776,1.526,1.606,0,0,0,0,8,-1,7.4,0.4,-1.9,7.06928571428571,0.330714285714286,9.3
3776,1.545,1.643,0,0,0,0,8,-1,6.295,-0.705,-3.005,7.06928571428571,-0.774285714285714,9.3
3776,2.35,2.195,0,0,0,0,8,-1,5.895,-1.105,-3.405,7.06928571428571,-1.17428571428571,9.3
3776,2.048,2.835,0,0,0,0,8,-1,5.895,-1.105,-3.405,7.06928571428571,-1.17428571428571,9.3
3810,1.559,0.904,1,0,0,0,10,1,7.8,0.8,0,7.15388888888889,0.646111111111111,7.8
3810,1.586,1.981,1,1.077,0,0,10,1,8.3,1.3,0.500000000000001,7.15388888888889,1.14611111111111,7.8
3810,2.028,3,1,2.096,0,0,10,1,8.6,1.6,0.8,7.15388888888889,1.44611111111111,7.8
3810,2.126,6.363,1,5.46,0,0,10,1,7.3,0.3,-0.5,7.15388888888889,0.146111111111111,7.8
3810,2.081,7.479,1,6.575,0,0,10,1,7.4,0.4,-0.399999999999999,7.15388888888889,0.246111111111111,7.8
3810,2.401,8.71,1,7.806,0,0,10,1,6.295,-0.705,-1.505,7.15388888888889,-0.858888888888889,7.8
3810,2.353,9.505,1,8.601,0,0,10,1,5.895,-1.105,-1.905,7.15388888888889,-1.25888888888889,7.8
3810,2.669,10.582,1,9.678,0,0,10,1,5.895,-1.105,-1.905,7.15388888888889,-1.25888888888889,7.8
3810,2.368,11.419,1,10.52,0,0,10,1,6.9,-0.0999999999999996,-0.9,7.15388888888889,-0.253888888888889,7.8
3838,1.535,0.198,0,0,0,0,7,-2,8.4,1.4,0,5.50666666666667,2.89333333333333,8.4
3838,1.568,0.658,0,0,0,0,7,-2,6.595,-0.405,-1.805,5.50666666666667,1.08833333333333,8.4
3838,1.819,1.518,1,0,0,0,7,-2,6.795,-0.205,-1.605,5.50666666666667,1.28833333333333,8.4
3838,1.433,2.148,1,0.63,0,0,7,-2,6.595,-0.405,-1.805,5.50666666666667,1.08833333333333,8.4
3838,1.932,3.34,1,1.822,0,0,7,-2,5.595,-1.405,-2.805,5.50666666666667,0.0883333333333329,8.4
3838,2.179,4.84,1,3.322,0,0,7,-2,4.395,-2.605,-4.005,5.50666666666667,-1.11166666666667,8.4
3838,1.66,5.355,1,3.837,0,0,7,-2,3.795,-3.205,-4.605,5.50666666666667,-1.71166666666667,8.4
3838,2.148,6.37,1,4.852,0,0,7,-2,3.295,-3.705,-5.105,5.50666666666667,-2.21166666666667,8.4
3838,1.87,7.313,1,5.795,0,0,7,-2,4.095,-2.905,-4.305,5.50666666666667,-1.41166666666667,8.4
3881,1.789,2.428,1,2,0,0,9,0,6.595,-0.405,0,6.095,0.5,6.595
3881,1.462,3.888,1,3.46,0,0,9,0,5.595,-1.405,-1,6.095,-0.5,6.595
3941,1.566,0.36,1,0.36,1,0,8,-1,3.595,-3.405,0,3.26166666666667,0.333333333333333,3.595
3941,1.526,1.591,1,1.591,1,0,8,-1,3.295,-3.705,-0.3,3.26166666666667,0.0333333333333332,3.595
3941,2.113,2.706,1,2.706,1,0,8,-1,2.895,-4.105,-0.7,3.26166666666667,-0.366666666666667,3.595
3955,1.713,0.57,0,0,1,0,10,1,4.295,-2.705,0,3.915,0.38,4.295
3955,1.532,2.275,0,0,1,0,10,1,5.795,-1.205,1.5,3.915,1.88,4.295
3955,1.531,2.835,0,0,1,0,10,1,3.895,-3.105,-0.4,3.915,-0.02,4.295
3955,1.756,4.773,0,0,1,0,10,1,2.895,-4.105,-1.4,3.915,-1.02,4.295
3955,1.709,5.393,0,0,1,0,10,1,2.695,-4.305,-1.6,3.915,-1.22,4.295
3961,1.782,0.68,0,0,0,0,8,-1,5.195,-1.805,0,5.21208333333333,-0.0170833333333329,5.195
3961,2.126,1.795,0,0,0,0,8,-1,4.895,-2.105,-0.300000000000001,5.21208333333333,-0.317083333333334,5.195
3961,2.195,2.68,0,0,0,0,8,-1,6.395,-0.605,1.2,5.21208333333333,1.18291666666667,5.195
3961,2.297,3.738,0,0,0,0,8,-1,7.1,0.0999999999999996,1.905,5.21208333333333,1.88791666666667,5.195
3961,2.326,4.68,0,0,0,0,8,-1,5.295,-1.705,0.0999999999999996,5.21208333333333,0.0829166666666667,5.195
3961,2.512,5.68,0,0,0,0,8,-1,4.895,-2.105,-0.300000000000001,5.21208333333333,-0.317083333333334,5.195
3961,2.259,6.78,0,0,0,0,8,-1,4.695,-2.305,-0.5,5.21208333333333,-0.517083333333333,5.195
3961,2.364,7.915,0,0,0,0,8,-1,4.895,-2.105,-0.300000000000001,5.21208333333333,-0.317083333333334,5.195
3961,2.425,9.203,0,0,0,0,8,-1,4.995,-2.005,-0.2,5.21208333333333,-0.217083333333333,5.195
3961,2.353,9.783,0,0,0,0,8,-1,5.095,-1.905,-0.100000000000001,5.21208333333333,-0.117083333333333,5.195
3961,2.351,10.883,0,0,0,0,8,-1,4.195,-2.805,-1,5.21208333333333,-1.01708333333333,5.195
3961,2.36,11.96,0,0,0,0,8,-1,4.895,-2.105,-0.300000000000001,5.21208333333333,-0.317083333333334,5.195
3976,0.789,0.373,0,0,1,0,11,2,5.195,-1.805,0,5.06166666666667,0.133333333333334,5.195
3976,1.576,0.633,0,0,1,0,11,2,6.395,-0.605,1.2,5.06166666666667,1.33333333333333,5.195
3976,1.904,1.153,0,0,1,0,11,2,5.295,-1.705,0.0999999999999996,5.06166666666667,0.233333333333333,5.195
3976,1.868,1.373,0,0,1,0,11,2,4.895,-2.105,-0.300000000000001,5.06166666666667,-0.166666666666667,5.195
3976,1.885,2.533,0,0,1,0,11,2,4.695,-2.305,-0.5,5.06166666666667,-0.366666666666666,5.195
3976,1.281,3.879,0,0,1,0,11,2,4.895,-2.105,-0.300000000000001,5.06166666666667,-0.166666666666667,5.195
3976,1.525,5.043,0,0,1,0,11,2,5.095,-1.905,-0.100000000000001,5.06166666666667,0.0333333333333332,5.195
3976,2.197,6.254,0,0,1,0,11,2,4.195,-2.805,-1,5.06166666666667,-0.866666666666666,5.195
3976,2.212,7.197,0,0,1,0,11,2,4.895,-2.105,-0.300000000000001,5.06166666666667,-0.166666666666667,5.195
3999,2.028,0.94,0,0,0,0,11,2,7.1,0.0999999999999996,0,6.6875,0.4125,7.1
3999,2.154,1.8,0,0,0,0,11,2,6.395,-0.605,-0.705,6.6875,-0.292500000000000,7.1
3999,2.192,2.86,0,0,0,0,11,2,4.695,-2.305,-2.405,6.6875,-1.9925,7.1
3999,2.155,3.956,0,0,0,0,11,2,8.4,1.4,1.3,6.6875,1.7125,7.1
3999,2.082,4.896,0,0,0,0,11,2,8,1,0.9,6.6875,1.3125,7.1
3999,2.337,5.973,0,0,0,0,11,2,7.7,0.7,0.6,6.6875,1.0125,7.1
3999,2.85,7.093,0,0,0,0,11,2,7,0,-0.0999999999999996,6.6875,0.3125,7.1
3999,2.759,7.939,0,0,0,0,11,2,6.095,-0.905,-1.005,6.6875,-0.5925,7.1
3999,2.859,8.996,0,0,0,0,11,2,5.395,-1.605,-1.705,6.6875,-1.2925,7.1
3999,2.263,9.92,0,0,0,0,11,2,6.095,-0.905,-1.005,6.6875,-0.5925,7.1
4014,2.038,0.764,1,0,0,0,7,-2,4.695,-2.305,0,4.715,-0.0199999999999996,4.695
4014,1.558,1.184,1,0.42,0,0,7,-2,4.995,-2.005,0.3,4.715,0.28,4.695
4014,1.278,3.447,1,2.683,0,0,7,-2,4.895,-2.105,0.199999999999999,4.715,0.180000000000000,4.695
4014,1.484,4.562,1,3.798,0,0,7,-2,4.295,-2.705,-0.4,4.715,-0.42,4.695
4014,1.555,4.902,1,4.138,0,0,7,-2,4.695,-2.305,0,4.715,-0.0199999999999996,4.695
4025,1.591,1.071,0,0,0,0,9,0,4.595,-2.405,0,5.67818183333333,-1.08318183333333,4.595
4025,1.763,2.013,0,0,0,0,9,0,6.295,-0.705,1.7,5.67818183333333,0.616818166666667,4.595
4025,1.933,3.071,0,0,0,0,9,0,7.4,0.4,2.805,5.67818183333333,1.72181816666667,4.595
4025,1.892,4.09,0,0,0,0,9,0,7.5,0.5,2.905,5.67818183333333,1.82181816666667,4.595
4025,2.071,5.225,0,0,0,0,9,0,4.895,-2.105,0.3,5.67818183333333,-0.783181833333334,4.595
4025,1.923,6.071,0,0,0,0,9,0,5.678182,-1.321818,1.083182,5.67818183333333,1.66666666245874e-07,4.595
4025,1.566,7.128,0,0,0,0,9,0,7.5,0.5,2.905,5.67818183333333,1.82181816666667,4.595
4025,2.086,8.088,0,0,0,0,9,0,4.795,-2.205,0.2,5.67818183333333,-0.883181833333333,4.595
4025,2.218,8.908,0,0,0,0,9,0,4.395,-2.605,-0.2,5.67818183333333,-1.28318183333333,4.595
4025,1.997,9.716,0,0,0,0,9,0,4.395,-2.605,-0.2,5.67818183333333,-1.28318183333333,4.595
4025,1.946,10.928,0,0,0,0,9,0,4.395,-2.605,-0.2,5.67818183333333,-1.28318183333333,4.595
4025,1.906,11.793,0,0,0,0,9,0,6.295,-0.705,1.7,5.67818183333333,0.616818166666667,4.595
4029,1.935,0.5,0,0,0,0,9,0,4.595,-2.405,0,6.98863633333333,-2.39363633333333,4.595
4029,2.385,0.995,0,0,0,0,9,0,6.295,-0.705,1.7,6.98863633333333,-0.693636333333333,4.595
4029,1.645,1.295,0,0,0,0,9,0,7.4,0.4,2.805,6.98863633333333,0.411363666666667,4.595
4029,1.535,2.16,0,0,0,0,9,0,7.5,0.5,2.905,6.98863633333333,0.511363666666667,4.595
4029,2.597,3.179,0,0,0,0,9,0,4.895,-2.105,0.3,6.98863633333333,-2.09363633333333,4.595
4029,2.512,4.083,0,0,0,0,9,0,5.095,-1.905,0.5,6.98863633333333,-1.89363633333333,4.595
4029,2.665,5.41,0,0,0,0,9,0,6.988636,-0.0113640000000004,2.393636,6.98863633333333,-3.33333333379926e-07,4.595
4029,2.625,6.429,0,0,0,0,9,0,8,1,3.405,6.98863633333333,1.01136366666667,4.595
4029,3.094,7.506,0,0,0,0,9,0,8.3,1.3,3.705,6.98863633333333,1.31136366666667,4.595
4029,1.66,8.525,0,0,0,0,9,0,6.795,-0.205,2.2,6.98863633333333,-0.193636333333333,4.595
4029,2.931,9.505,0,0,0,0,9,0,7.3,0.3,2.705,6.98863633333333,0.311363666666667,4.595
4029,2.956,10.563,0,0,0,0,9,0,10.7,3.7,6.105,6.98863633333333,3.71136366666667,4.595
4043,2.121,2,1,2,0,0,9,0,9.3,2.3,0,7.158,2.142,9.3
4043,2.084,3.192,1,3.192,0,0,9,0,9,2,-0.300000000000001,7.158,1.842,9.3
4043,2.04,4.5,1,4.5,0,0,9,0,7.8,0.8,-1.5,7.158,0.642,9.3
4043,2.754,6.462,1,6.462,0,0,9,0,4.495,-2.505,-4.805,7.158,-2.663,9.3
4043,2.795,7.346,1,7.346,0,0,9,0,5.195,-1.805,-4.105,7.158,-1.963,9.3
4044,1.99,3.215,1,3.215,0,0,8,-1,9,2,0,7.43166666666667,1.56833333333333,9
4044,1.858,4.465,1,4.465,0,0,8,-1,7.8,0.8,-1.2,7.43166666666667,0.368333333333333,9
4044,2.13,5.369,1,5.369,0,0,8,-1,5.495,-1.505,-3.505,7.43166666666667,-1.93666666666667,9
4047,1.803,0.106,0,0,0,0,8,-1,6.295,-0.705,0,5.97818181818182,0.316818181818181,6.295
4047,1.645,1.106,0,0,0,0,8,-1,7.4,0.4,1.105,5.97818181818182,1.42181818181818,6.295
4047,1.668,1.746,0,0,0,0,8,-1,7.5,0.5,1.205,5.97818181818182,1.52181818181818,6.295
4047,1.162,1.821,0,0,0,0,8,-1,4.895,-2.105,-1.4,5.97818181818182,-1.08318181818182,6.295
4047,1.531,2.763,0,0,0,0,8,-1,5.095,-1.905,-1.2,5.97818181818182,-0.883181818181819,6.295
4047,1.693,3.511,0,0,0,0,8,-1,5.095,-1.905,-1.2,5.97818181818182,-0.883181818181819,6.295
4047,1.749,4.761,0,0,0,0,8,-1,4.795,-2.205,-1.5,5.97818181818182,-1.18318181818182,6.295
4047,3.035,5.934,0,0,0,0,8,-1,4.295,-2.705,-2,5.97818181818182,-1.68318181818182,6.295
4047,1.449,6.819,0,0,0,0,8,-1,4.595,-2.405,-1.7,5.97818181818182,-1.38318181818182,6.295
4047,1.386,7.879,0,0,0,0,8,-1,5.895,-1.105,-0.4,5.97818181818182,-0.0831818181818189,6.295
4047,1.407,8.609,0,0,0,0,8,-1,9.9,2.9,3.605,5.97818181818182,3.92181818181818,6.295
4061,1.535,1.235,1,1.043,0,0,9,0,7.5,0.5,0,5.14,2.36,7.5
4061,1.75,2.019,1,1.827,0,0,9,0,4.895,-2.105,-2.605,5.14,-0.245,7.5
4061,1.819,3.039,1,2.846,0,0,9,0,4.895,-2.105,-2.605,5.14,-0.245,7.5
4061,2.126,4.173,1,3.981,0,0,9,0,4.695,-2.305,-2.805,5.14,-0.444999999999999,7.5
4061,2.219,5.615,1,5.423,0,0,9,0,4.795,-2.205,-2.705,5.14,-0.345,7.5
4061,2.295,6.635,1,6.442,0,0,9,0,4.395,-2.605,-3.105,5.14,-0.745,7.5
4061,2.248,7.152,1,6.96,0,0,9,0,4.395,-2.605,-3.105,5.14,-0.745,7.5
