"ID","LASTPD","FEMALE","CENSOR","ONE","HS11","HS12","COLL1","COLL2","COLL3","FHS11","FHS12","FCOLL1","FCOLL2","FCOLL3","PERIOD","EVENT","LTIME","FLTIME"
221321,5,1,1,1,0,0,0,0,1,0,0,0,0,1,5,0,4,4
221324,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221327,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221327,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
221327,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
221329,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221330,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221330,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
221330,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
221331,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221331,2,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
221332,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221332,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
221332,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
221333,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221333,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
221333,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
221335,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221335,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
221335,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
221335,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
221336,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221338,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221338,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
221338,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
221339,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221339,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
221343,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221343,2,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
221345,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221348,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221350,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221350,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
221350,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
221352,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221352,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
221352,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
221354,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221354,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
221354,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
221355,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221355,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
221355,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
221356,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221356,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
221356,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
221357,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221362,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221362,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
221363,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
221363,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
221363,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
221368,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221368,5,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
221368,5,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
221368,5,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
221368,5,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0
222302,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222302,5,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
222302,5,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
222302,5,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
222302,5,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0
222309,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222309,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
222311,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222311,3,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
222311,3,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
222313,5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222313,5,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
222313,5,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
222313,5,1,1,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
222313,5,1,1,1,0,0,0,0,1,0,0,0,0,1,5,0,4,4
222314,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222314,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
222314,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
222315,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222315,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
222315,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
222318,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222318,5,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
222318,5,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
222318,5,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
222318,5,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0
222323,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222323,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
222331,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222331,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
222333,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222333,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
222334,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222334,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
222334,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
222336,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
222339,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222339,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
222348,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222348,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
222348,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
222351,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222351,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
222353,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222353,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
222357,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222357,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
222363,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222363,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
222363,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
222364,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222364,3,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
222364,3,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
222365,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222365,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
222365,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
222366,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222366,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
222368,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
222368,3,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
222368,3,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
222374,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
222374,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
222374,5,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
222374,5,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
222374,5,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,4,0
222378,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
222389,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223302,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223302,5,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223302,5,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223302,5,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223302,5,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0
223303,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223303,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
223304,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223304,5,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223304,5,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223304,5,1,0,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223304,5,1,0,1,0,0,0,0,1,0,0,0,0,1,5,1,4,4
223305,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223305,5,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223305,5,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223305,5,1,0,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223305,5,1,0,1,0,0,0,0,1,0,0,0,0,1,5,1,4,4
223306,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223306,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223306,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223306,4,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,3,0
223307,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223307,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
223310,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223310,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
223311,5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223311,5,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223311,5,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223311,5,1,1,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223311,5,1,1,1,0,0,0,0,1,0,0,0,0,1,5,0,4,4
223312,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223312,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223312,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223312,4,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,3,0
223313,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223313,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
223314,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223314,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223314,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
223315,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223315,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223315,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223316,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223316,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223316,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
223317,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223317,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223317,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223317,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
223318,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223318,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223318,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223318,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
223319,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223319,5,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223319,5,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223319,5,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223319,5,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0
223320,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223320,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223320,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
223322,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223322,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223322,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223322,4,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,3,0
223323,5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223323,5,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223323,5,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223323,5,1,1,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223323,5,1,1,1,0,0,0,0,1,0,0,0,0,1,5,0,4,4
223324,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223324,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223324,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223324,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
223325,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223325,5,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223325,5,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223325,5,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223325,5,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0
223326,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223326,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
223327,5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223327,5,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223327,5,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223327,5,1,1,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223327,5,1,1,1,0,0,0,0,1,0,0,0,0,1,5,0,4,4
223328,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223328,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
223329,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223329,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223329,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223329,4,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,3,0
223330,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223330,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223330,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223330,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
223331,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223331,3,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223331,3,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223333,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223333,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
223334,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223334,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223334,5,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223334,5,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223334,5,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,4,0
223335,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223335,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223335,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
223336,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223336,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223336,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223337,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223337,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223337,5,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223337,5,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223337,5,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,4,0
223338,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223338,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223338,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223339,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223339,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223339,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
223340,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223340,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
223341,5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223341,5,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223341,5,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223341,5,1,1,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223341,5,1,1,1,0,0,0,0,1,0,0,0,0,1,5,0,4,4
223342,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223342,5,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223342,5,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223342,5,1,0,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223342,5,1,0,1,0,0,0,0,1,0,0,0,0,1,5,1,4,4
223343,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223343,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223343,5,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223343,5,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223343,5,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,4,0
223344,5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223344,5,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223344,5,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223344,5,1,1,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223344,5,1,1,1,0,0,0,0,1,0,0,0,0,1,5,0,4,4
223345,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
223346,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
223347,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223347,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223347,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
223348,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223348,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223348,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
223349,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223349,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223349,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223349,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
223350,5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223350,5,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223350,5,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223350,5,1,1,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223350,5,1,1,1,0,0,0,0,1,0,0,0,0,1,5,0,4,4
223351,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223351,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223351,5,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223351,5,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223351,5,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,4,0
223352,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223352,5,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223352,5,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223352,5,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223352,5,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0
223353,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223353,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223353,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223353,4,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,3,0
223354,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223354,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223354,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
223355,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223355,2,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223356,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223356,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223356,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
223357,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223357,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223357,5,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223357,5,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223357,5,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,4,0
223358,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223358,3,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223358,3,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223359,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223359,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223359,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
223360,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223360,5,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223360,5,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223360,5,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223360,5,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0
223361,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
223361,5,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
223361,5,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
223361,5,1,0,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
223361,5,1,0,1,0,0,0,0,1,0,0,0,0,1,5,1,4,4
223362,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223362,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
223363,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223363,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223363,5,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223363,5,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,3,0
223363,5,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,4,0
223364,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223364,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
223364,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
223364,4,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,3,0
224306,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
224306,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
224307,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
224313,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
224313,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
224314,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
224314,2,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
224319,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
224319,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
224320,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
224320,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
224320,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
224320,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
224321,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
224321,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
