"id","period","event","d7","d8","d9","d10","d11","d12","pt","pas"
137,12,0,0,0,0,0,0,1,0,-0.4808165
138,7,0,1,0,0,0,0,0,1,-0.2418982
138,8,0,0,1,0,0,0,0,1,-0.2418982
138,9,0,0,0,1,0,0,0,1,-0.2418982
138,10,0,0,0,0,1,0,0,1,-0.2418982
138,11,0,0,0,0,0,1,0,1,-0.2418982
138,12,1,0,0,0,0,0,1,1,-0.2418982
141,7,0,1,0,0,0,0,0,1,0.7441198
141,8,0,0,1,0,0,0,0,1,0.7441198
141,9,0,0,0,1,0,0,0,1,0.7441198
141,10,0,0,0,0,1,0,0,1,0.7441198
141,11,1,0,0,0,0,1,0,1,0.7441198
142,7,0,1,0,0,0,0,0,1,-0.5715027
142,8,0,0,1,0,0,0,0,1,-0.5715027
142,9,1,0,0,1,0,0,0,1,-0.5715027
144,7,1,1,0,0,0,0,0,1,0.3229557
145,7,0,1,0,0,0,0,0,0,-0.5222309
145,8,0,0,1,0,0,0,0,0,-0.5222309
145,9,0,0,0,1,0,0,0,0,-0.5222309
145,10,1,0,0,0,1,0,0,0,-0.5222309
147,7,0,1,0,0,0,0,0,0,-1.014583
147,8,0,0,1,0,0,0,0,0,-1.014583
147,9,0,0,0,1,0,0,0,0,-1.014583
147,10,1,0,0,0,1,0,0,0,-1.014583
148,7,0,1,0,0,0,0,0,0,-0.5544066
148,8,0,0,1,0,0,0,0,0,-0.5544066
148,9,0,0,0,1,0,0,0,0,-0.5544066
148,10,0,0,0,0,1,0,0,0,-0.5544066
148,11,0,0,0,0,0,1,0,0,-0.5544066
148,12,1,0,0,0,0,0,1,0,-0.5544066
149,7,0,1,0,0,0,0,0,1,-0.2963026
149,8,0,0,1,0,0,0,0,1,-0.2963026
149,9,0,0,0,1,0,0,0,1,-0.2963026
149,10,0,0,0,0,1,0,0,1,-0.2963026
149,11,0,0,0,0,0,1,0,1,-0.2963026
149,12,0,0,0,0,0,0,1,1,-0.2963026
150,7,0,1,0,0,0,0,0,1,0.5039843
150,8,0,0,1,0,0,0,0,1,0.5039843
150,9,0,0,0,1,0,0,0,1,0.5039843
150,10,0,0,0,0,1,0,0,1,0.5039843
150,11,1,0,0,0,0,1,0,1,0.5039843
151,7,0,1,0,0,0,0,0,1,-0.4998838
151,8,0,0,1,0,0,0,0,1,-0.4998838
151,9,0,0,0,1,0,0,0,1,-0.4998838
151,10,0,0,0,0,1,0,0,1,-0.4998838
151,11,0,0,0,0,0,1,0,1,-0.4998838
151,12,1,0,0,0,0,0,1,1,-0.4998838
152,7,0,1,0,0,0,0,0,1,-0.7078002
152,8,1,0,1,0,0,0,0,1,-0.7078002
153,7,0,1,0,0,0,0,0,0,-0.541869
153,8,0,0,1,0,0,0,0,0,-0.541869
153,9,0,0,0,1,0,0,0,0,-0.541869
153,10,0,0,0,0,1,0,0,0,-0.541869
153,11,0,0,0,0,0,1,0,0,-0.541869
153,12,0,0,0,0,0,0,1,0,-0.541869
154,7,0,1,0,0,0,0,0,1,-0.9350538
154,8,0,0,1,0,0,0,0,1,-0.9350538
154,9,0,0,0,1,0,0,0,1,-0.9350538
154,10,0,0,0,0,1,0,0,1,-0.9350538
154,11,1,0,0,0,0,1,0,1,-0.9350538
155,7,0,1,0,0,0,0,0,1,-0.5412688
155,8,0,0,1,0,0,0,0,1,-0.5412688
155,9,1,0,0,1,0,0,0,1,-0.5412688
156,7,0,1,0,0,0,0,0,0,-0.4468597
156,8,0,0,1,0,0,0,0,0,-0.4468597
156,9,0,0,0,1,0,0,0,0,-0.4468597
156,10,0,0,0,0,1,0,0,0,-0.4468597
156,11,0,0,0,0,0,1,0,0,-0.4468597
156,12,1,0,0,0,0,0,1,0,-0.4468597
157,7,0,1,0,0,0,0,0,0,-0.7951416
157,8,0,0,1,0,0,0,0,0,-0.7951416
157,9,0,0,0,1,0,0,0,0,-0.7951416
157,10,0,0,0,0,1,0,0,0,-0.7951416
157,11,0,0,0,0,0,1,0,0,-0.7951416
157,12,0,0,0,0,0,0,1,0,-0.7951416
158,7,0,1,0,0,0,0,0,1,-1.290788
158,8,0,0,1,0,0,0,0,1,-1.290788
158,9,0,0,0,1,0,0,0,1,-1.290788
158,10,0,0,0,0,1,0,0,1,-1.290788
158,11,0,0,0,0,0,1,0,1,-1.290788
158,12,1,0,0,0,0,0,1,1,-1.290788
160,7,0,1,0,0,0,0,0,1,-0.6088968
160,8,0,0,1,0,0,0,0,1,-0.6088968
160,9,0,0,0,1,0,0,0,1,-0.6088968
160,10,1,0,0,0,1,0,0,1,-0.6088968
161,7,0,1,0,0,0,0,0,0,-0.7004704
161,8,0,0,1,0,0,0,0,0,-0.7004704
161,9,0,0,0,1,0,0,0,0,-0.7004704
161,10,0,0,0,0,1,0,0,0,-0.7004704
161,11,0,0,0,0,0,1,0,0,-0.7004704
161,12,0,0,0,0,0,0,1,0,-0.7004704
163,7,0,1,0,0,0,0,0,0,-0.4182373
163,8,0,0,1,0,0,0,0,0,-0.4182373
163,9,0,0,0,1,0,0,0,0,-0.4182373
163,10,0,0,0,0,1,0,0,0,-0.4182373
163,11,1,0,0,0,0,1,0,0,-0.4182373
164,7,0,1,0,0,0,0,0,1,-0.218199
164,8,0,0,1,0,0,0,0,1,-0.218199
164,9,0,0,0,1,0,0,0,1,-0.218199
164,10,1,0,0,0,1,0,0,1,-0.218199
166,7,0,1,0,0,0,0,0,1,2.781413
166,8,0,0,1,0,0,0,0,1,2.781413
166,9,0,0,0,1,0,0,0,1,2.781413
166,10,0,0,0,0,1,0,0,1,2.781413
166,11,1,0,0,0,0,1,0,1,2.781413
167,7,0,1,0,0,0,0,0,1,0.4216718
167,8,0,0,1,0,0,0,0,1,0.4216718
167,9,0,0,0,1,0,0,0,1,0.4216718
167,10,1,0,0,0,1,0,0,1,0.4216718
168,7,0,1,0,0,0,0,0,0,-0.6521568
168,8,0,0,1,0,0,0,0,0,-0.6521568
168,9,0,0,0,1,0,0,0,0,-0.6521568
168,10,0,0,0,0,1,0,0,0,-0.6521568
168,11,0,0,0,0,0,1,0,0,-0.6521568
168,12,0,0,0,0,0,0,1,0,-0.6521568
169,7,0,1,0,0,0,0,0,1,0.3223755
169,8,0,0,1,0,0,0,0,1,0.3223755
169,9,0,0,0,1,0,0,0,1,0.3223755
169,10,1,0,0,0,1,0,0,1,0.3223755
170,7,0,1,0,0,0,0,0,1,0.1611462
170,8,0,0,1,0,0,0,0,1,0.1611462
170,9,1,0,0,1,0,0,0,1,0.1611462
171,7,0,1,0,0,0,0,0,1,0.1002398
171,8,0,0,1,0,0,0,0,1,0.1002398
171,9,0,0,0,1,0,0,0,1,0.1002398
171,10,1,0,0,0,1,0,0,1,0.1002398
172,7,0,1,0,0,0,0,0,0,-0.2660595
172,8,0,0,1,0,0,0,0,0,-0.2660595
172,9,0,0,0,1,0,0,0,0,-0.2660595
172,10,0,0,0,0,1,0,0,0,-0.2660595
172,11,0,0,0,0,0,1,0,0,-0.2660595
172,12,0,0,0,0,0,0,1,0,-0.2660595
173,7,1,1,0,0,0,0,0,1,-0.0835057
175,7,0,1,0,0,0,0,0,1,0.4819848
175,8,0,0,1,0,0,0,0,1,0.4819848
175,9,0,0,0,1,0,0,0,1,0.4819848
175,10,1,0,0,0,1,0,0,1,0.4819848
178,7,0,1,0,0,0,0,0,1,1.184903
178,8,0,0,1,0,0,0,0,1,1.184903
178,9,1,0,0,1,0,0,0,1,1.184903
179,7,0,1,0,0,0,0,0,0,0.3363167
179,8,0,0,1,0,0,0,0,0,0.3363167
179,9,0,0,0,1,0,0,0,0,0.3363167
179,10,0,0,0,0,1,0,0,0,0.3363167
179,11,0,0,0,0,0,1,0,0,0.3363167
179,12,0,0,0,0,0,0,1,0,0.3363167
180,7,0,1,0,0,0,0,0,1,-0.3578705
180,8,0,0,1,0,0,0,0,1,-0.3578705
180,9,0,0,0,1,0,0,0,1,-0.3578705
180,10,0,0,0,0,1,0,0,1,-0.3578705
180,11,0,0,0,0,0,1,0,1,-0.3578705
180,12,0,0,0,0,0,0,1,1,-0.3578705
181,7,0,1,0,0,0,0,0,1,-0.2297332
181,8,0,0,1,0,0,0,0,1,-0.2297332
181,9,0,0,0,1,0,0,0,1,-0.2297332
181,10,0,0,0,0,1,0,0,1,-0.2297332
181,11,0,0,0,0,0,1,0,1,-0.2297332
181,12,1,0,0,0,0,0,1,1,-0.2297332
182,7,1,1,0,0,0,0,0,1,1.498928
184,7,0,1,0,0,0,0,0,0,-1.004479
184,8,0,0,1,0,0,0,0,0,-1.004479
184,9,0,0,0,1,0,0,0,0,-1.004479
184,10,0,0,0,0,1,0,0,0,-1.004479
184,11,0,0,0,0,0,1,0,0,-1.004479
184,12,0,0,0,0,0,0,1,0,-1.004479
185,7,0,1,0,0,0,0,0,1,1.639544
185,8,0,0,1,0,0,0,0,1,1.639544
185,9,0,0,0,1,0,0,0,1,1.639544
185,10,1,0,0,0,1,0,0,1,1.639544
186,7,0,1,0,0,0,0,0,0,-0.7791641
186,8,0,0,1,0,0,0,0,0,-0.7791641
186,9,0,0,0,1,0,0,0,0,-0.7791641
186,10,0,0,0,0,1,0,0,0,-0.7791641
186,11,0,0,0,0,0,1,0,0,-0.7791641
186,12,0,0,0,0,0,0,1,0,-0.7791641
187,7,0,1,0,0,0,0,0,0,-1.71618
187,8,0,0,1,0,0,0,0,0,-1.71618
187,9,0,0,0,1,0,0,0,0,-1.71618
187,10,1,0,0,0,1,0,0,0,-1.71618
188,7,0,1,0,0,0,0,0,1,0.9624444
188,8,0,0,1,0,0,0,0,1,0.9624444
188,9,0,0,0,1,0,0,0,1,0.9624444
188,10,0,0,0,0,1,0,0,1,0.9624444
188,11,0,0,0,0,0,1,0,1,0.9624444
188,12,1,0,0,0,0,0,1,1,0.9624444
190,7,0,1,0,0,0,0,0,1,1.913124
190,8,1,0,1,0,0,0,0,1,1.913124
191,7,0,1,0,0,0,0,0,1,-0.3731116
191,8,0,0,1,0,0,0,0,1,-0.3731116
191,9,1,0,0,1,0,0,0,1,-0.3731116
192,7,0,1,0,0,0,0,0,1,-0.565405
192,8,1,0,1,0,0,0,0,1,-0.565405
193,7,0,1,0,0,0,0,0,0,-1.200165
193,8,0,0,1,0,0,0,0,0,-1.200165
193,9,0,0,0,1,0,0,0,0,-1.200165
193,10,0,0,0,0,1,0,0,0,-1.200165
193,11,0,0,0,0,0,1,0,0,-1.200165
193,12,0,0,0,0,0,0,1,0,-1.200165
195,7,0,1,0,0,0,0,0,1,-0.2440293
195,8,0,0,1,0,0,0,0,1,-0.2440293
195,9,0,0,0,1,0,0,0,1,-0.2440293
195,10,0,0,0,0,1,0,0,1,-0.2440293
195,11,0,0,0,0,0,1,0,1,-0.2440293
195,12,0,0,0,0,0,0,1,1,-0.2440293
196,7,0,1,0,0,0,0,0,1,1.52794
196,8,0,0,1,0,0,0,0,1,1.52794
196,9,0,0,0,1,0,0,0,1,1.52794
196,10,0,0,0,0,1,0,0,1,1.52794
196,11,1,0,0,0,0,1,0,1,1.52794
197,7,0,1,0,0,0,0,0,0,-0.5037777
197,8,0,0,1,0,0,0,0,0,-0.5037777
197,9,0,0,0,1,0,0,0,0,-0.5037777
197,10,0,0,0,0,1,0,0,0,-0.5037777
197,11,0,0,0,0,0,1,0,0,-0.5037777
197,12,1,0,0,0,0,0,1,0,-0.5037777
198,7,0,1,0,0,0,0,0,0,-0.8561198
198,8,0,0,1,0,0,0,0,0,-0.8561198
198,9,0,0,0,1,0,0,0,0,-0.8561198
198,10,0,0,0,0,1,0,0,0,-0.8561198
198,11,0,0,0,0,0,1,0,0,-0.8561198
198,12,0,0,0,0,0,0,1,0,-0.8561198
199,7,0,1,0,0,0,0,0,0,0.2155128
199,8,0,0,1,0,0,0,0,0,0.2155128
199,9,0,0,0,1,0,0,0,0,0.2155128
199,10,0,0,0,0,1,0,0,0,0.2155128
199,11,1,0,0,0,0,1,0,0,0.2155128
200,7,0,1,0,0,0,0,0,0,-0.87259
200,8,0,0,1,0,0,0,0,0,-0.87259
200,9,0,0,0,1,0,0,0,0,-0.87259
200,10,0,0,0,0,1,0,0,0,-0.87259
200,11,0,0,0,0,0,1,0,0,-0.87259
200,12,0,0,0,0,0,0,1,0,-0.87259
201,7,0,1,0,0,0,0,0,0,-0.9065702
201,8,0,0,1,0,0,0,0,0,-0.9065702
201,9,0,0,0,1,0,0,0,0,-0.9065702
201,10,1,0,0,0,1,0,0,0,-0.9065702
202,7,0,1,0,0,0,0,0,1,0.8304296
202,8,0,0,1,0,0,0,0,1,0.8304296
202,9,0,0,0,1,0,0,0,1,0.8304296
202,10,0,0,0,0,1,0,0,1,0.8304296
202,11,1,0,0,0,0,1,0,1,0.8304296
203,7,0,1,0,0,0,0,0,0,-0.4862965
203,8,0,0,1,0,0,0,0,0,-0.4862965
203,9,0,0,0,1,0,0,0,0,-0.4862965
203,10,0,0,0,0,1,0,0,0,-0.4862965
203,11,1,0,0,0,0,1,0,0,-0.4862965
206,7,0,1,0,0,0,0,0,1,1.906538
206,8,0,0,1,0,0,0,0,1,1.906538
206,9,0,0,0,1,0,0,0,1,1.906538
206,10,0,0,0,0,1,0,0,1,1.906538
206,11,0,0,0,0,0,1,0,1,1.906538
206,12,1,0,0,0,0,0,1,1,1.906538
207,7,0,1,0,0,0,0,0,0,-0.8777856
207,8,0,0,1,0,0,0,0,0,-0.8777856
207,9,0,0,0,1,0,0,0,0,-0.8777856
207,10,0,0,0,0,1,0,0,0,-0.8777856
207,11,0,0,0,0,0,1,0,0,-0.8777856
207,12,0,0,0,0,0,0,1,0,-0.8777856
208,7,0,1,0,0,0,0,0,1,0.6642742
208,8,0,0,1,0,0,0,0,1,0.6642742
208,9,0,0,0,1,0,0,0,1,0.6642742
208,10,1,0,0,0,1,0,0,1,0.6642742
209,7,0,1,0,0,0,0,0,1,0.2029933
209,8,0,0,1,0,0,0,0,1,0.2029933
209,9,0,0,0,1,0,0,0,1,0.2029933
209,10,1,0,0,0,1,0,0,1,0.2029933
210,7,0,1,0,0,0,0,0,1,0.2487744
210,8,0,0,1,0,0,0,0,1,0.2487744
210,9,0,0,0,1,0,0,0,1,0.2487744
210,10,0,0,0,0,1,0,0,1,0.2487744
210,11,0,0,0,0,0,1,0,1,0.2487744
210,12,0,0,0,0,0,0,1,1,0.2487744
211,7,1,1,0,0,0,0,0,1,0.9183559
212,7,0,1,0,0,0,0,0,0,-0.9617912
212,8,0,0,1,0,0,0,0,0,-0.9617912
212,9,0,0,0,1,0,0,0,0,-0.9617912
212,10,0,0,0,0,1,0,0,0,-0.9617912
212,11,0,0,0,0,0,1,0,0,-0.9617912
212,12,0,0,0,0,0,0,1,0,-0.9617912
213,7,0,1,0,0,0,0,0,1,-0.658018
213,8,0,0,1,0,0,0,0,1,-0.658018
213,9,1,0,0,1,0,0,0,1,-0.658018
214,7,0,1,0,0,0,0,0,1,2.28189
214,8,1,0,1,0,0,0,0,1,2.28189
215,7,0,1,0,0,0,0,0,0,-0.4141729
215,8,0,0,1,0,0,0,0,0,-0.4141729
215,9,0,0,0,1,0,0,0,0,-0.4141729
215,10,0,0,0,0,1,0,0,0,-0.4141729
215,11,0,0,0,0,0,1,0,0,-0.4141729
215,12,0,0,0,0,0,0,1,0,-0.4141729
216,7,0,1,0,0,0,0,0,0,-0.3206445
216,8,0,0,1,0,0,0,0,0,-0.3206445
216,9,1,0,0,1,0,0,0,0,-0.3206445
